INPUT	ALLMB
Scaevola_graminea	Scaevola_graminea
Scaevola_hobdyi	Scaevola_hobdyi
Scaevola_humifusa	Scaevola_humifusa
Scaevola_kilaueae	Scaevola_kilaueae
Scaevola_laciniata	Scaevola_laciniata
Scaevola_linearis	Scaevola_linearis
Scaevola_macrostachya	Scaevola_macrostachya
Scaevola_marquesensis	Scaevola_marquesensis
Scaevola_micrantha	Scaevola_micrantha
Scaevola_mollis	Scaevola_mollis
Scaevola_myrtifolia	Scaevola_myrtifolia
Scaevola_nitida	Scaevola_nitida
Scaevola_obovata	Scaevola_obovata
Scaevola_oldfieldii	Scaevola_oldfieldii
Scaevola_oppositifolia	Scaevola_oppositifolia
Scaevola_ovalifolia	Scaevola_ovalifolia
Scaevola_oxyclona	Scaevola_oxyclona
Scaevola_paludosa	Scaevola_paludosa
Scaevola_pauciflora	Scaevola_pauciflora
Scaevola_platyphylla	Scaevola_platyphylla
Scaevola_plumieri	Scaevola_plumieri
Scaevola_porocarya	Scaevola_porocarya
Scaevola_procera	Scaevola_procera
Scaevola_pulvinaris	Scaevola_pulvinaris
Scaevola_repens	Scaevola_repens
Scaevola_restiacea	Scaevola_restiacea
Scaevola_revoluta	Scaevola_revoluta
Scaevola_sericea	Scaevola_taccada
Scaevola_sericophylla	Scaevola_sericophylla
Scaevola_spicigera	Scaevola_spicigera
Scaevola_spinescens	Scaevola_spinescens
Scaevola_subcapitata	Scaevola_subcapitata
Scaevola_taccada	Scaevola_taccada
Scaevola_tomentosa	Scaevola_tomentosa
Scaevola_virgata	Scaevola_virgata
Verreauxia_reinwardtii	Verreauxia_reinwardtii
Verreauxia_villosa	Verreauxia_villosa
Acanthoprasium_frutescens	Acanthoprasium_frutescens
Acanthoprasium_integrifolium	Acanthoprasium_integrifolium
Acanthoprasium_wettsteinii	
Lagochilus_cuneatus	Lagochilus_cuneatus
Lagochilus_lorestanicus	
Lavandula_bramwellii	Lavandula_bramwellii
Lavandula_buchii	Lavandula_buchii
Lavandula_canariensis	Lavandula_canariensis_subsp._canariensis
Lavandula_minutolii	Lavandula_minutolii
Lavandula_pinnata	Lavandula_pinnata
Lavandula_rotundifolia	Lavandula_rotundifolia
Leonotis_leonurus	Leonotis_leonurus
Leonotis_ocymifolia	Leonotis_ocymifolia_var._raineriana
Leonotis_ocymifolia	Leonotis_ocymifolia_var._schinzii
Micromeria_benthamii	Micromeria_benthamii
Micromeria_canariensis	
Micromeria_densiflora	Micromeria_densiflora
Micromeria_glomerata	Micromeria_glomerata
Micromeria_gomerensis	
Micromeria_helianthemifolia	Micromeria_helianthemifolia
Micromeria_herpyllomorpha	Micromeria_herpyllomorpha
Micromeria_hierrensis	
Micromeria_hyssopifolia	Micromeria_hyssopifolia
Micromeria_lachnophylla	Micromeria_lachnophylla
Micromeria_lanata	Micromeria_lanata
Micromeria_lasiophylla	Micromeria_lasiophylla
Micromeria_lepida	Micromeria_lepida_subsp._bolleana
Micromeria_lepida	Micromeria_lepida_subsp._lepida
Micromeria_leucantha	Micromeria_leucantha
Micromeria_maderensis	
Micromeria_pedro-luisii	
Micromeria_pineolens	Micromeria_pineolens
Micromeria_rivas-martinezii	Micromeria_rivas-martinezii
Micromeria_rupestris	
Micromeria_teneriffae	Micromeria_teneriffae
Micromeria_tenuis	Micromeria_tenuis_subsp._tenuis
Micromeria_tenuis	Micromeria_tenuis_subsp._linkii
Micromeria_varia	Micromeria_varia
Otostegia_ericoidea	Otostegia_ericoidea
Otostegia_erlangeri	Otostegia_erlangeri
Otostegia_fruticosa	Otostegia_fruticosa_subsp._schimperi
Otostegia_hildebrandtii	Otostegia_hildebrandtii
Otostegia_migiurtiana	Otostegia_migiurtiana
Otostegia_modesta	Otostegia_modesta
Otostegia_olgae	Moluccella_olgae
Otostegia_somala	Isoleucas_somala
Otostegia_tomentosa	Otostegia_tomentosa_subsp._ambigens
Phlomis_amanica	Phlomis_amanica
Phlomis_chimerae	Phlomis_chimerae
Phlomis_cretica	Phlomis_cretica
Phlomis_crinita	Phlomis_crinita_subsp._mauritanica
Phlomis_crinita	Phlomis_crinita_subsp._malacitana
Phlomis_crinita	Phlomis_crinita_subsp._crinita
Phlomis_elliptica	Phlomis_elliptica
Phlomis_ferruginea	Phlomis_ferruginea
Phlomis_floccosa	Phlomis_floccosa
Phlomis_fruticosa	Phlomis_fruticosa
Phlomis_grandiflora	Phlomis_grandiflora
Phlomis_italica	Phlomis_italica
Phlomis_lanata	Phlomis_lanata
Phlomis_leucophracta	Phlomis_leucophracta
Phlomis_longifolia	Phlomis_longifolia
Phlomis_lunariifolia	Phlomis_lunariifolia
Phlomis_lychnitis	Phlomis_lychnitis
Phlomis_lycia	Phlomis_lycia
Phlomis_monocephala	Phlomis_monocephala
Phlomis_purpurea	Phlomis_purpurea
Phlomis_stewartii	Phlomis_stewartii
Phlomis_viscosa	Phlomis_viscosa
Phyllostegia_ambigua	Phyllostegia_ambigua
Phyllostegia_brevidens	Phyllostegia_brevidens
Phyllostegia_electra	Phyllostegia_electra
Phyllostegia_floribunda	Phyllostegia_floribunda
Phyllostegia_grandiflora	Phyllostegia_grandiflora
Phyllostegia_hirsuta	Phyllostegia_hirsuta
Phyllostegia_lantanoides	Phyllostegia_lantanoides
Phyllostegia_renovans	Phyllostegia_renovans
Phyllostegia_stachyoides	Phyllostegia_stachyoides
Phyllostegia_waimeae	Phyllostegia_waimeae
Phyllostegia_warshaueri	Phyllostegia_warshaueri
Prasium_major	
Roylea_cinerea	
Rydingia_integrifolia	Rydingia_integrifolia
Rydingia_limbata	Rydingia_limbata
Rydingia_michauxii	Rydingia_michauxii
Rydingia_persica	Rydingia_persica
Salvia_acutifolia	
Salvia_africana	Salvia_africana
Salvia_albicaulis	Salvia_albicaulis
Salvia_aurea	
Salvia_betulifolia	Salvia_betulifolia
Salvia_broussonetii	Salvia_broussonetii
Salvia_cabulica	Salvia_cabulica
Salvia_canariensis	Salvia_canariensis
Salvia_chamelaeagnea	Salvia_chamelaeagnea
Salvia_consobrina	Salvia_consobrina
Salvia_corrugata	Salvia_corrugata
Salvia_cryptoclada	Salvia_cryptoclada
Salvia_cuspidata	Salvia_cuspidata
Salvia_cylindriflora	Salvia_cylindriflora
Salvia_dentata	Salvia_dentata
Salvia_dolomitica	Salvia_dolomitica
Salvia_dominica	Salvia_dominica
Salvia_ecuadorensis	Salvia_ecuadorensis
Salvia_flocculosa	Salvia_flocculosa
Salvia_florida	Salvia_florida
Salvia_formosa	Salvia_formosa
Salvia_fruticosa	Salvia_fruticosa
Salvia_garipensis	Salvia_garipensis
Salvia_gilliesii	
Salvia_glandulifera	Salvia_glandulifera
Salvia_haenkei	Salvia_haenkei
Salvia_hapalophylla	Salvia_hapalophylla
Salvia_heldreichiana	Salvia_heldreichiana
Salvia_herrerae	Salvia_herrerae
Salvia_humboldtiana	Salvia_humboldtiana
Salvia_integrifolia	Salvia_integrifolia
Salvia_lanceolata	Salvia_lanceolata
Salvia_lachnostoma	Salvia_lachnostoma
Salvia_leucantha	Salvia_leucantha
Salvia_leucocephala	Salvia_leucocephala
Salvia_leucodermis	Salvia_leucodermis
Salvia_libanensis	Salvia_libanensis
Salvia_lobbii	Salvia_lobbii
Salvia_lorentzii	
Salvia_muirii	Salvia_muirii
Salvia_namaensis	Salvia_namaensis
Salvia_ochrantha	
Salvia_perlucida	Salvia_perlucida
Salvia_pichichensis	
Salvia_pomifera	Salvia_pomifera
Salvia_porphyrocalyx	Salvia_porphyrocalyx
Salvia_pseudorosmarinus	Salvia_pseudorosmarinus
Salvia_pubescens	Salvia_pubescens
Salvia_quitensis	Salvia_quitensis
Salvia_regla	Salvia_regla
Salvia_revoluta	Salvia_revoluta
Salvia_rusbyi	Salvia_rusbyi
Salvia_sagittata	Salvia_sagittata
Salvia_scandens	Salvia_scandens
Salvia_scoparia	Salvia_scoparia
Salvia_sessei	Salvia_sessei
Salvia_sessilifolia	Salvia_sessilifolia
Salvia_somalensis	Salvia_somalensis
Salvia_speciosa	Salvia_speciosa
Salvia_sprucei	Salvia_sprucei
Salvia_squalens	Salvia_squalens
Salvia_stachydifolia	Salvia_stachydifolia
Salvia_styphelus	Salvia_styphelus
Salvia_tenuiflora	Salvia_tenuiflora
Salvia_tortuosa	Salvia_tortuosa
Salvia_trachyphylla	Salvia_trachyphylla
Salvia_tubulosa	Salvia_tubulosa
Salvia_unguella	Salvia_unguella
Salvia_vargasii	Salvia_vargasii
Salvia_vestita	Salvia_vestita
Salvia_weberbaueri	Salvia_weberbaueri
Sideritis_amagroi	Sideritis_amagroi
Sideritis_barbellata	Sideritis_barbellata
Sideritis_brevicaulis	Sideritis_brevicaulis
Sideritis_canariensis	Sideritis_canariensis
Sideritis_candidans	
Sideritis_cretica	Sideritis_cretica_subsp._cretica
Sideritis_cretica	Sideritis_cretica_subsp._spicata
Sideritis_cytosiphon	
Sideritis_dasygnaphyla	
Sideritis_dendro-chahorra	Sideritis_dendro-chahorra
Sideritis_discolor	Sideritis_discolor
Sideritis_eriocephala	Sideritis_eriocephala
Sideritis_ferrensis	Sideritis_ferrensis
Sideritis_gomerae	Sideritis_gomerae_subsp._gomerae
Sideritis_gomerae	Sideritis_gomeraea_subsp._perezii
Sideritis_gomerae	Sideritis_gomeraea_subsp._gomeraea
Sideritis_guayedrae	Sideritis_guayedrae
Sideritis_infernalis	Sideritis_infernalis
Sideritis_kuegleriana	Sideritis_kuegleriana
Sideritis_lotsyi	Sideritis_lotsyi
Sideritis_macrostachys	Sideritis_macrostachys
Sideritis_marmorea	Sideritis_marmorea
Sideritis_nervosa	Sideritis_nervosa
Sideritis_nutans	Sideritis_nutans
Sideritis_oroteneriffae	Sideritis_oroteneriffae_var._arayae
Sideritis_oroteneriffae	Sideritis_oroteneriffae_var._oroteneriffae
Sideritis_pumila	Sideritis_pumila
Sideritis_soluta	Sideritis_soluta_subsp._soluta
Sideritis_soluta	Sideritis_soluta_subsp._gueimaris
Sideritis_sventenii	Sideritis_sventenii
Aosa_plumieri	Aosa_plumieri
Fuertesia_domingensis	Fuertesia_domingensis
Huidobria_fruticosa	Huidobria_fruticosa
Kissenia_arabica	
Kissenia_capensis	Kissenia_capensis
Mentzelia_arborescens	Mentzelia_arborescens
Mentzelia_fendleriana	Mentzelia_fendleriana
Mentzelia_heterosepala	Mentzelia_heterosepala
Mentzelia_scabra	Mentzelia_scabra
Mentzelia_sericea	Mentzelia_sericea
Mentzelia_urens	
Nasa_callacallensis	Nasa_callacallensis
Nasa_carunculata	Nasa_carunculata
Nasa_connectans	Nasa_connectans
Nasa_jungiifolia	Nasa_jungiifolia
Nasa_macrothyrsa	Nasa_macrothyrsa
Nasa_modesta	Nasa_modesta
Nasa_peltiphylla	Nasa_peltiphylla
Nasa_perijensis	Nasa_perijensis
Nasa_santa-martae	Nasa_santa-martae
Nasa_umbraculifera	Nasa_umbraculifera
Nasa_urentivelutina	Nasa_urentivelutina
Nasa_usquiliensis	Nasa_usquiliensis
Nasa_weberbaueri	Nasa_weberbaueri
Petalonyx_linearis	Petalonyx_linearis
Petalonyx_parryi	Petalonyx_parryi
Petalonyx_thurberi	Petalonyx_thurberi
Plakothira_frutescens	Plakothira_frutescens
Presliophytum_arequipensis	Presliophytum_arequipense
Presliophytum_heucheraefolium	Presliophytum_heucherifolium
Presliophytum_incanum	Presliophytum_incanum
Xylopodia_klaprothioides	Xylopodia_klaprothioides
Dendrosida_batesii	Dendrosida_batesii
Dendrosida_breedlovei	Dendrosida_breedlovei
Dendrosida_cuatracasasii	
Dendrosida_oxypetala	Dendrosida_oxypetala
Dendrosida_parviflora	Dendrosida_parviflora
Dendrosida_sharpiana	Dendrosida_sharpiana_subsp._pubescens
Dendrosida_wingfieldii	Dendrosida_wingfieldii
Malva_aethiopica	
Malva_assurgentiflora	Malva_assurgentiflora
Malva_australiana	Malva_australiana
Malva_bryoniifolia	Malva_bryoniifolia
Malva_canariensis	Malva_canariensis
Malva_dendromorpha	Malva_dendromorpha
Malva_lindsayi	Malva_lindsayi
Malva_oblongifolia	
Malva_occidentalis	
Malva_olbia	
Malva_pacifica	Malva_pacifica
Malva_subovata	
Malva_wigandii	Malva_wigandii
Navaea_phoenicea	Navaea_phoenicea
Hypertelis_angrae-pequenae	Kewa_angrae-pequenae
Mollugo_ulei	
Paramollugo_decandra	
Pharnaceum_albens	Pharnaceum_albens
Pharnaceum_aurantium	
Pharnaceum_brevicaule	Pharnaceum_brevicaule
Pharnaceum_ciliare	Pharnaceum_ciliare
Pharnaceum_confertum	Pharnaceum_confertum
Pharnaceum_detonsum	Pharnaceum_detonsum
Pharnaceum_microphyllum	Pharnaceum_microphyllum
Pharnaceum_rubens	Pharnaceum_rubens
Pharnaceum_trigonum	Pharnaceum_trigonum
Polpoda_capensis	Polpoda_capensis
Polpoda_stipulacea	
Psammotropha_anguina	Psammotropha_anguina
Psammotropha_diffusa	Psammotropha_diffusa
Psammotropha_quadrangularis	Psammotropha_quadrangularis
Psammotropha_spicata	Psammotropha_spicata
Hectorella_caespitosa	Hectorella_caespitosa
Alectra_fruticosa	Alectra_fruticosa
Brandisia_cauliflora	
Brandisia_discolor	
Brandisia_glabrescens	
Brandisia_hancei	Brandisia_hancei
Brandisia_kwangiensis	
Brandisia_racemosa	
Brandisia_rosea	
Brandisia_swinglei	Brandisia_swinglei
Castilleja_fruticosa	Castilleja_fruticosa
Castilleja_grisea	Castilleja_grisea
Castilleja_guadalupensis	Castilleja_guadalupensis
Castilleja_hololeuca	
Cyclocheilon_kelleri	
Cyclocheilon_physocalyx	Cyclocheilon_physocalyx
Cyclocheilon_somalense	Cyclocheilon_somaliense
Esterhazya_caesarea	Esterhazya_caesarea
Esterhazya_eitenorum	Esterhazya_eitenorum
Esterhazya_macrodonta	Esterhazya_macrodonta
Esterhazya_nanuzae	Esterhazya_nanuzae
Esterhazya_splendida	
Esterhazya_triflora	Esterhazya_triflora
Nesogenes_tenuis	
Radamaea_latifolia	Radamaea_latifolia
Radamaea_montana	Ruellia_brevicaulis
Radamaea_perrieri	Radamaea_perrieri
Radamaea_prostrata	
Radamaea_rupestris	
Xylocalyx_aculeolatus	Xylocalyx_aculeolatus
Xylocalyx_asper	Xylocalyx_asper
Xylocalyx_carteriae	
Xylocalyx_hispidus	Xylocalyx_hispidus
Xylocalyx_recurvus	Xylocalyx_recurvus
Argemone_fruticosa	Argemone_fruticosa
Bocconia_arborea	Bocconia_arborea
Bocconia_frutescens	Bocconia_frutescens
Bocconia_integrifolia	Bocconia_integrifolia
Bocconia_pearcei	
Bocconia_pububracteata	
Bocconica_vulcanica	
Dendromecon_harfordii	Dendromecon_harfordii
Dendromecon_rigida	Dendromecon_rigida
Romneya_coulteri	Romneya_coulteri
Diplacus_aridus	Diplacus_aridus
Diplacus_aurantiacus	Diplacus_aurantiacus
Diplacus_clevelandii	Diplacus_clevelandii
Diplacus_grandiflorus	Diplacus_grandiflorus
Diplacus_leptanthus	
Diplacus_longiflorus	Diplacus_longiflorus
Diplacus_parviflorus	Erythranthe_parviflora
Diplacus_puniceus	Diplacus_puniceus
Diplacus_stellatus	Diplacus_stellatus
Hemichaena_coulteri	Hemichaena_coulteri
Hemichaena_levigata	
Hemichaena_rugosa	
Hemichaena_spinulosa	Hemichaena_spinulosa
Manekia_incurva	
Manekia_obtusa	
Manekia_urbanii	
Angelonia_campestris	Angelonia_campestris
Anthirrhinum_charidemi	
Anthirrhinum_hispanicum	
Anthirrhinum_lopesianum	
Anthirrhinum_martenii	
Anthirrhinum_microphyllum	
Anthirrhinum_molle	
Anthirrhinum_mollissimum	
Anthirrhinum_pertegasii	
Anthirrhinum_pulverulentum	
Anthirrhinum_sempervirens	
Anthirrhinum_valentinum	
Aragoa_abietina	Aragoa_abietina
Aragoa_abscondita	Aragoa_abscondita
Aragoa_castroviejoi	Aragoa_castroviejoi
Aragoa_cleefii	Aragoa_cleefii
Aragoa_corrugatifolia	Aragoa_corrugatifolia
Aragoa_cundinamarcensis	Aragoa_cundinamarcensis
Aragoa_cupressina	Aragoa_cupressina
Aragoa_dugandii	Aragoa_dugandii
Aragoa_funckii	Aragoa_funckii
Aragoa_hammenii	Aragoa_hammenii
Aragoa_kogiorum	Aragoa_kogiorum
Aragoa_lucidula	Aragoa_lucidula
Aragoa_lycopodioides	Aragoa_lycopodioides
Aragoa_occidentalis	Aragoa_occidentalis
Aragoa_parviflora	Aragoa_parviflora
Aragoa_perez-arbelaezeiana	
Aragoa_picachensis	Aragoa_picachensis
Aragoa_romeroi	Aragoa_romeroi
Aragoa_tamana	Aragoa_tamana
Basistemon_argutus	
Basistemon_bogotensis	Basistemon_bogotensis
Basistemon_intermedius	Basistemon_intermedius
Basistemon_klugii	Basistemon_klugii
Basistemon_peruvianus	Basistemon_peruvianus
Basistemon_pulchellus	Basistemon_pulchellus
Basistemon_silvaticus	Basistemon_silvaticus
Basistemon_spinosus	Basistemon_spinosus
Campylanthus_anisotrichus	Campylanthus_anisotrichus
Campylanthus_antonii	Campylanthus_antonii
Campylanthus_glaber	Campylanthus_glaber
Campylanthus_incanus	Campylanthus_incanus
Campylanthus_junceus	Campylanthus_junceus
Campylanthus_mirandae	Campylanthus_mirandae
Campylanthus_parviflorus	Campylanthus_parviflorus
Campylanthus_pungens	Campylanthus_pungens
Campylanthus_ramosissimus	
Campylanthus_salsoloides	Campylanthus_salsoloides
Campylanthus_sedoides	Campylanthus_sedoides
Campylanthus_somaliensis	Campylanthus_somaliensis
Campylanthus_spinosus	Campylanthus_spinosus
Campylanthus_yemenensis	Campylanthus_yemenensis
Digitalis_canariensis	
Digitalis_chalcantha	
Digitalis_isabelliana	
Digitalis_sceptrum	
Galvezia_elisensii	
Galvezia_fruticosa	Galvezia_fruticosa
Galvezia_grandiflora	
Galvezia_leucantha	
Gambelia_glabrata	Gambelia_glabrata
Gambelia_juncea	Gambelia_juncea
Gambelia_rupicola	Gambelia_rupicola
Gambelia_speciosa	Gambelia_speciosa
Globularia_alypum	Globularia_alypum
Globularia_amygdalifolia	Globularia_amygdalifolia
Globularia_arabica	Globularia_arabica
Globularia_ascanii	Globularia_ascanii
Globularia_cordifolia	Globularia_cordifolia
Globularia_meridionalis	Globularia_meridionalis
Globularia_nainii	Globularia_nainii
Globularia_neapolitana	Globularia_neapolitana
Globularia_orientalis	Globularia_orientalis
Globularia_repens	Globularia_repens
Globularia_salicina	Globularia_salicina
Globularia_sarcophylla	Globularia_sarcophylla
Globularia_sintenisii	Globularia_sintenisii
Globularia_stygia	Globularia_stygia
Keckiella_antirrhinoides	
Keckiella_breviflora	Keckiella_breviflora
Keckiella_cordifolia	
Keckiella_corymbosa	
Keckiella_lemmonii	
Keckiella_rothrockii	
Keckiella_ternata	Keckiella_ternata
Kickxia_aegyptiaca	Kickxia_aegyptiaca
Melosperma_andicola	Melosperma_andicola
Monttea_aphylla	Monttea_aphylla
Monttea_chilensis	Monttea_chilensis
Monttea_schickendantzii	Monttea_schickendantzii
Nanorrhinum_azraqensis	
Nanorrhinum_heterophyllum	Kickxia_heterophylla
Nanorrhinum_macilentum	Nanorrhinum_macilentum
Nanorrhinum_ramosissimum	Nanorrhinum_ramosissimum
Otacanthus_azureus	Otacanthus_azureus
Otacanthus_caparoeensis	
Otacanthus_crenatus	
Otacanthus_fernandesii	
Otacanthus_fluminensis	
Otacanthus_villosus	
Penstemon_fruticiformis	Penstemon_fruticiformis
Penstemon_incertus	Penstemon_incertus
Penstemon_tenuifolius	Penstemon_tenuifolius
Penstemon_vulcanellus	Penstemon_vulcanellus
Plantago_arborescens	Plantago_arborescens
Plantago_famarae	Plantago_famarae
Plantago_fernandezia	Plantago_fernandezia
Plantago_princeps	Plantago_princeps_var._princeps
Plantago_princeps	Plantago_princeps_var._laxifolia
Plantago_princeps	Plantago_princeps_var._longibracteata
Plantago_princeps	Plantago_princeps_var._anomala
Plantago_robusta	Plantago_robusta
Plantago_trinitatis	Plantago_trinitatis
Plantago_webbii	Plantago_webbii
Poskea_africana	
Poskea_newbouldii	
Poskea_socotrana	Poskea_socotrana
Russelia_cuneata	Russelia_cuneata
Russelia_laciniata	Russelia_laciniata
Russelia_leptopoda	Russelia_leptopoda
Russelia_polyedra	Russelia_polyedra
Russelia_purpusii	Russelia_purpusii
Russelia_rotundifolia	
Russelia_rugosa	Russelia_rugosa
Russelia_tetraptera	Russelia_tetraptera
Veronica_acutifloa	
Veronica_adamsii	Veronica_adamsii
Veronica_albicans	Veronica_albicans
Veronica_albiflora	Veronica_albiflora
Veronica_amplexicaulis	Veronica_amplexicaulis
Veronica_annulata	Veronica_annulata
Veronica_arenaria	Veronica_arenaria
Veronica_arganthera	Veronica_arganthera
Veronica_armstrongii	Veronica_armstrongii
Veronica_barkeri	Veronica_barkerii
Veronica_benthami	Veronica_benthamii
Veronica_birleyi	Veronica_birleyi
Veronica_blakelyi	Veronica_blakelyi
Veronica_bollonsii	Veronica_bollonsii
Veronica_breviracemosa	Veronica_breviracemosa
Veronica_buchananii	Veronica_buchananii
Veronica_calcicola	Veronica_calcicola
Veronica_canterburiense	
Veronica_carminea	Veronica_carminea
Veronica_carstensensis	Veronica_carstensensis
Veronica_chathamica	Veronica_chathamica
Veronica_cheesemannii	
Veronica_chionohebe	Veronica_chionohebe
Veronica_ciliolata	Veronica_ciliolata
Veronica_coarctata	
Veronica_cockayniana	
Veronica_colensoi	Veronica_colensoi
Veronica_colostylis	Veronica_colostylis
Veronica_corriganii	Veronica_corriganii
Veronica_cryptomorpha	Veronica_cryptomorpha
Veronica_cupressioides	
Veronica_decora	Veronica_decora
Veronica_decorosa	Veronica_decorosa
Veronica_decumbens	Veronica_decumbens
Veronica_densifolia	Veronica_densifolia
Veronica_derwentiana	Veronica_derwentiana_subsp._derwentiana
Veronica_derwentiana	Veronica_derwentiana_subsp._subglauca
Veronica_derwentiana	Veronica_derwentiana_subsp._maideniana
Veronica_dieffenbachii	Veronica_dieffenbachii
Veronica_diosmifolia	Veronica_diosmifolia
Veronica_diosmoides	Veronica_diosmoides
Veronica_elliptica	Veronica_elliptica
Veronica_epacridea	Veronica_epacridea
Veronica_evenosa	Veronica_evenosa
Veronica_fruticeti	
Veronica_gibbsii	Veronica_gibbsii
Veronica_gilliesiana	
Veronica_glaucophylla	Veronica_glaucophylla
Veronica_gracillima	Veronica_gracillima
Veronica_haastii	Veronica_haastii
Veronica_hectori	Veronica_hectori
Veronica_hookeriana	Veronica_hookeriana
Veronica_hulkeana	Veronica_hulkeana
Veronica_imbricata	Veronica_imbricata
Veronica_inflexa	Veronica_inflexa
Veronica_insularis	Veronica_insularis
Veronica_ionantha	Veronica_ionantha
Veronica_kellowiae	Veronica_kellowiae
Veronica_lacaudiana	
Veronica_laingii	
Veronica_lanceolata	Veronica_lanceolata
Veronica_lavaudiana	Veronica_lavaudiana
Veronica_laxa	
Veronica_lendenfeldii	Veronica_lendenfeldii
Veronica_ligustrifolia	Veronica_ligustrifolia
Veronica_linifolia	Veronica_linifolia
Veronica_lyallii	Veronica_lyallii
Veronica_lycopodioides	Veronica_lycopodioides_subsp._lycopodioides
Veronica_macrantha	Veronica_macrantha
Veronica_macrocalyx	Veronica_macrocalyx
Veronica_macrocarpa	Veronica_macrocarpa
Veronica_martinii	
Veronica_masoniae	Veronica_masoniae
Veronica_matthewsi	Veronica_matthewsii
Veronica_melanocaulon	Veronica_melanocaulon
Veronica_menziesii_var_divaricata	
Veronica_murrellii	Veronica_murrellii
Veronica_myosotoides	
Veronica_nivea	Veronica_nivea
Veronica_notialis	Veronica_notialis
Veronica_obtusata	Veronica_obtusata
Veronica_ochracea	Veronica_ochracea
Veronica_odora	Veronica_odora
Veronica_papuana	Veronica_papuana
Veronica_parviflora	Veronica_parviflora
Veronica_pentasepala	Veronica_pentasepala
Veronica_perfoliata	Veronica_perfoliata
Veronica_petrirei	
Veronica_pimeleoides	Veronica_pimeleoides
Veronica_pinguifolia	Veronica_pinguifolia
Veronica_planopetiolata	Veronica_planopetiolata
Veronica_poppelwellii	Veronica_poppelwellii
Veronica_propinqua	Veronica_propinqua
Veronica_pubescens	Veronica_pubescens
Veronica_pulvinaris	Veronica_pulvinaris
Veronica_quadrifaria	Veronica_quadrifaria
Veronica_rakaiensis	Veronica_rakaiensis
Veronica_raoulii	Veronica_raoulii
Veronica_rapensis	Veronica_rapensis
Veronica_recurva	
Veronica_rigidula	Veronica_rigidula
Veronica_rupicola	Veronica_rupicola
Veronica_salicifolia	Veronica_salicifolia
Veronica_salicornoides	
Veronica_scopulorum	Veronica_scopulorum
Veronica_scrupea	Veronica_scrupea
Veronica_senex	Veronica_senex
Veronica_simulans	Veronica_simulans
Veronica_societatis	Veronica_societatis
Veronica_spathulata	Veronica_spathulata
Veronica_speciosa	Veronica_speciosa
Veronica_spectablis	
Veronica_stricta	Veronica_stricta
Veronica_strictissima	Veronica_strictissima
Veronica_strigosa	Veronica_strigosa
Veronica_subalpina	Veronica_subalpina
Veronica_subsimilis	
Veronica_tetragona	Veronica_tetragona
Veronica_tetrasticha	Veronica_tetrasticha
Veronica_thomsonii	Veronica_thomsonii
Veronica_topiaria	Veronica_topiaria
Veronica_townsonii	Veronica_townsonii
Veronica_traversii	Veronica_traversii
Veronica_trifida	Veronica_trifida
Veronica_trunculata	
Veronica_tubata	Veronica_tubata
Veronica_tumida	Veronica_tumida
Veronica_urvilleana	Veronica_urvilleana
Veronica_vandewateri	Veronica_vandewateri
Veronica_velutina	Veronica_velutina
Veronica_venustula	Veronica_venustula
Veronica_vernicosa	Veronica_vernicosa
