INPUT	ALLMB
Siphocampylus_rectiflorus	Siphocampylus_rectiflorus
Siphocampylus_reflexus	Siphocampylus_reflexus
Siphocampylus_reticulatus	Siphocampylus_reticulatus
Siphocampylus_retrorsus	Siphocampylus_retrorsus
Siphocampylus_rictus	Siphocampylus_rictus
Siphocampylus_rosmarinifolius	Siphocampylus_rosmarinifolius
Siphocampylus_rostratus	Siphocampylus_rostratus
Siphocampylus_ruber	Siphocampylus_ruber
Siphocampylus_rupestris	Siphocampylus_rupestris
Siphocampylus_rusbyanus	Siphocampylus_rusbyanus
Siphocampylus_salviifolius	Siphocampylus_salviifolius
Siphocampylus_sanchezii	Siphocampylus_sanchezii
Siphocampylus_sandemanii	Siphocampylus_sandemanii
Siphocampylus_sanguineus	Siphocampylus_sanguineus
Siphocampylus_scandens	Siphocampylus_scandens
Siphocampylus_schizandrus	Siphocampylus_schizandrus
Siphocampylus_schlimianus	Siphocampylus_schlimianus
Siphocampylus_schultzeanus	Siphocampylus_schultzeanus
Siphocampylus_secundus	Siphocampylus_secundus
Siphocampylus_siberiensis	
Siphocampylus_soraticus	Siphocampylus_soraticus
Siphocampylus_sparsipilus	Siphocampylus_sparsipilus
Siphocampylus_spruceanus	Siphocampylus_spruceanus
Siphocampylus_stenolobus	Siphocampylus_stenolobus
Siphocampylus_subcordatus	Siphocampylus_subcordatus
Siphocampylus_subglaber	Siphocampylus_subglaber
Siphocampylus_tenuisepalus	Siphocampylus_tenuisepalus
Siphocampylus_tillettii	Siphocampylus_tillettii
Siphocampylus_tolimanus	Siphocampylus_tolimanus
Siphocampylus_tortuosus	Siphocampylus_tortuosus
Siphocampylus_tuberculatus	Siphocampylus_tuberculatus
Siphocampylus_tunarensis	Siphocampylus_tunarensis
Siphocampylus_tunicatus	Siphocampylus_tunicatus
Siphocampylus_tupaeformis	Siphocampylus_tupaeformis
Siphocampylus_umbellatus	Siphocampylus_umbellatus
Siphocampylus_uncipes	Siphocampylus_uncipes
Siphocampylus_vatkeanus	Siphocampylus_vatkeanus
Siphocampylus_venosus	Siphocampylus_venosus
Siphocampylus_venustus	Siphocampylus_venustus
Siphocampylus_versicolor	Siphocampylus_versicolor
Siphocampylus_verticillatus	Siphocampylus_verticillatus
Siphocampylus_veteranus	Siphocampylus_veteranus
Siphocampylus_violaceus	Siphocampylus_violaceus
Siphocampylus_weberbaueri	Siphocampylus_weberbaueri
Siphocampylus_werdermannii	Siphocampylus_werdermannii
Siphocampylus_yerbalensis	Siphocampylus_yerbalensis
Trematolobelia_auriculata	Trematolobelia_auriculata
Trematolobelia_grandiflora	
Trematolobelia_kaalae	Trematolobelia_kaalae
Trematolobelia_kauaiensis	Trematolobelia_kauaiensis
Trematolobelia_macrostachys	Trematolobelia_macrostachys
Trematolobelia_singularis	Trematolobelia_singularis
Trematolobelia_wimmeri	Trematolobelia_wimmeri
Wahlenbergia_adamsonii	Wahlenbergia_adamsonii
Wahlenbergia_albens	Wahlenbergia_albens
Wahlenbergia_angustifolia	Wahlenbergia_angustifolia
Wahlenbergia_axillaris	Wahlenbergia_axillaris
Wahlenbergia_berteroi	Wahlenbergia_berteroi
Wahlenbergia_brachiata	Wahlenbergia_brachiata
Wahlenbergia_brachyphylla	Wahlenbergia_brachyphylla
Wahlenbergia_burchelii	
Wahlenbergia_cinerea	Wahlenbergia_cinerea
Wahlenbergia_desmantha	Wahlenbergia_desmantha
Wahlenbergia_dieterlenii	Wahlenbergia_dieterlenii
Wahlenbergia_effusa	Wahlenbergia_effusa
Wahlenbergia_fernandeziana	Wahlenbergia_fernandeziana
Wahlenbergia_grahamae	Wahlenbergia_grahamae
Wahlenbergia_larainii	
Wahlenbergia_levynsiae	Wahlenbergia_levynsiae
Wahlenbergia_linifolia	Wahlenbergia_linifolia
Wahlenbergia_longifolia	Wahlenbergia_longifolia
Wahlenbergia_macrostachys	Wahlenbergia_macrostachys
Wahlenbergia_masafuerae	Wahlenbergia_masafuerae
Wahlenbergia_microphylla	Wahlenbergia_microphylla
Wahlenbergia_neorigida	Wahlenbergia_neorigida
Wahlenbergia_nodosa	Wahlenbergia_nodosa
Wahlenbergia_oligantha	Wahlenbergia_oligantha
Wahlenbergia_roxburghii	Wahlenbergia_roxburghii
Wahlenbergia_rubens	Wahlenbergia_rubens
Wahlenbergia_rubioides	Wahlenbergia_rubioides
Wahlenbergia_tenella	Wahlenbergia_tenella
Wahlenbergia_thunbergiana	Wahlenbergia_thunbergiana
Wahlenbergia_tuberosa	Wahlenbergia_tuberosa
Wahlenbergia_umbellata	Wahlenbergia_umbellata
Wahlenbergia_unindentata	
Pterocephalus_canus	Pterocephalus_canus
Pterocephalus_dumetorum	Pterocephalus_dumetorum
Pterocephalus_fruticulosus	Pterocephalus_fruticulosus
Pterocephalus_gedrosiacus	Pterocephalus_gedrosiacus
Pterocephalus_kurdicus	Pterocephalus_kurdicus
Pterocephalus_lasiospermus	Pterocephalus_lasiospermus
Pterocephalus_lignosus	Pterocephalus_lignosus
Pterocephalus_nestorianus	Pterocephalus_nestorianus
Pterocephalus_perennis	Pterocephalus_perennis
Pterocephalus_pinardii	Pterocephalus_pinardii
Pterocephalus_porphyranthus	Pterocephalus_porphyranthus
Pterocephalus_pyrethrifolius	Pterocephalus_pyrethrifolius
Pterocephalus_spathulatus	Pterocephalus_spathulatus
Pterocephalus_strictus	Pterocephalus_strictus
Pterocephalus_szovitsii	Pterocephalus_szovitsii
Pterocephalus_virens	Pterocephalus_virens
Pterocephalus_wendelboi	Pterocephalus_wendelboi
Valeriana_alypifolia	Valeriana_alypifolia
Valeriana_arborea	Valeriana_arborea
Valeriana_aretioides	Valeriana_aretioides
Valeriana_asterothrix	Valeriana_asterothrix
Valeriana_buxifolia	Valeriana_buxifolia
Valeriana_cernua	Valeriana_cernua
Valeriana_clematitis	Valeriana_clematitis
Valeriana_costata	Valeriana_costata
Valeriana_crassifolia	Valeriana_crassifolia
Valeriana_cumbemayensis	Valeriana_cumbemayensis
Valeriana_decussata	Valeriana_decussata
Valeriana_grisiana	Valeriana_grisiana
Valeriana_hirtella	Valeriana_hirtella
Valeriana_imbricata	Valeriana_imbricata
Valeriana_laurifolia	Valeriana_laurifolia
Valeriana_ledoides	Valeriana_ledoides
Valeriana_malvacea	Valeriana_malvacea
Valeriana_microphylla	Valeriana_microphylla
Valeriana_pardoana	Valeriana_pardoana
Valeriana_protenta	Valeriana_protenta
Valeriana_pulvinata	
Valeriana_punctata	Valeriana_punctata
Valeriana_quadrangularis	Valeriana_quadrangularis
Valeriana_rigida	Valeriana_rigida
Valeriana_tessendorffiana	Valeriana_tessendorffiana
Valeriana_tomentosa	Valeriana_tomentosa
Valeriana_virgata	Valeriana_virgata
Acanthophyllum_acerosum	Acanthophyllum_acerosum
Acanthophyllum_aculeatum	Acanthophyllum_aculeatum
Acanthophyllum_adenophorum	Acanthophyllum_adenophorum
Acanthophyllum_albidum	Acanthophyllum_albidum
Acanthophyllum_andarabicum	Acanthophyllum_andarabicum
Acanthophyllum_andersenii	Acanthophyllum_andersenii
Acanthophyllum_anisocladum	Acanthophyllum_anisocladum
Acanthophyllum_bilobum	Acanthophyllum_bilobum
Acanthophyllum_bracteatum	Acanthophyllum_bracteatum
Acanthophyllum_brevibracteatum	Acanthophyllum_brevibracteatum
Acanthophyllum_bungei	
Acanthophyllum_caespitosum	Acanthophyllum_caespitosum
Acanthophyllum_chloroleucum	Acanthophyllum_chloroleucum
Acanthophyllum_coloratum	Acanthophyllum_coloratum
Acanthophyllum_crassifolium	Acanthophyllum_crassifolium
Acanthophyllum_crassinodum	Acanthophyllum_crassinodum
Acanthophyllum_diezianum	Acanthophyllum_diezianum
Acanthophyllum_ejtehadii	Acanthophyllum_ejtehadii
Acanthophyllum_elatius	
Acanthophyllum_glandulosum	Acanthophyllum_glandulosum
Acanthophyllum_grandiflorum	Acanthophyllum_grandiflorum
Acanthophyllum_gypsophiloides	
Acanthophyllum_heratense	Acanthophyllum_heratense
Acanthophyllum_kabulicum	Acanthophyllum_kabulicum
Acanthophyllum_knorringianum	
Acanthophyllum_korolkowii	Acanthophyllum_korolkowii
Acanthophyllum_korshinskyi	Acanthophyllum_korshinskyi
Acanthophyllum_krascheninnikovii	Acanthophyllum_krascheninnikovii
Acanthophyllum_lamondiae	Acanthophyllum_lamondiae
Acanthophyllum_laxiflorum	Acanthophyllum_laxiflorum
Acanthophyllum_laxiusculum	Acanthophyllum_laxiusculum
Acanthophyllum_lilacinum	Acanthophyllum_lilacinum
Acanthophyllum_longicalyx	Acanthophyllum_longicalyx
Acanthophyllum_maimanense	Acanthophyllum_maimanense
Acanthophyllum_mikeschianum	
Acanthophyllum_mucronatum	Acanthophyllum_mucronatum
Acanthophyllum_oppositiflorum	Acanthophyllum_oppositiflorum
Acanthophyllum_pachystegium	Acanthophyllum_pachystegium
Acanthophyllum_paniculatum	Acanthophyllum_paniculatum
Acanthophyllum_pleiostegium	Acanthophyllum_pleiostegium
Acanthophyllum_pulcherrimum	Acanthophyllum_pulcherrimum
Acanthophyllum_pulchrum	Acanthophyllum_pulchrum
Acanthophyllum_pungens	Acanthophyllum_pungens
Acanthophyllum_raphiophyllum	Acanthophyllum_raphiophyllum
Acanthophyllum_sarawschanicum	Acanthophyllum_sarawschanicum
Acanthophyllum_scapiflorum	Acanthophyllum_scapiflorum
Acanthophyllum_schugnanicum	Acanthophyllum_schugnanicum
Acanthophyllum_sordidum	Acanthophyllum_sordidum
Acanthophyllum_speciosum	Acanthophyllum_speciosum
Acanthophyllum_spinosum	Acanthophyllum_spinosum
Acanthophyllum_squarrosum	Acanthophyllum_squarrosum
Acanthophyllum_stenostegium	Acanthophyllum_stenostegium
Acanthophyllum_subglabrum	Acanthophyllum_subglabrum
Acanthophyllum_tadshikistanicum	
Acanthophyllum_tenuifolium	Acanthophyllum_tenuifolium
Acanthophyllum_transhyrcanum	
Acanthophyllum_turcomanicum	
Acanthophyllum_versicolor	
Acanthophyllum_verticillatum	Acanthophyllum_verticillatum
Acanthophyllum_xanthoporphyranthum	Acanthophyllum_xanthoporphyranthum
Acanthophyllum_yasamin-nassehiae	Acanthophyllum_yasamin-nassehiae
Schiedea_adamantis	Schiedea_adamantis
Schiedea_apokremnos	Schiedea_apokremnos
Schiedea_attenuata	Schiedea_attenuata
Schiedea_haleakalensis	Schiedea_haleakalensis
Schiedea_implexa	
Schiedea_kauaiensis	Schiedea_kauaiensis
Schiedea_kealiae	Schiedea_kealiae
Schiedea_laui	Schiedea_laui
Schiedea_ligustrina	Schiedea_ligustrina
Schiedea_lychnoides	Schiedea_lychnoides
Schiedea_lydgatei	Schiedea_lydgatei
Schiedea_mannii	Schiedea_mannii
Schiedea_nuttallii	Schiedea_nuttallii
Schiedea_obovata	Schiedea_obovata
Schiedea_salicaria	Schiedea_salicaria
Schiedea_spergulina	Schiedea_spergulina
Schiedea_stellarioides	Schiedea_stellarioides
Schiedea_trinervis	Schiedea_trinervis
Schiedea_viscosa	Schiedea_viscosa
Silene_alexandri	Silene_alexandri
Silene_berthelotiana	Silene_berthelotiana
Silene_cryptopetala	Silene_cryptopetala
Silene_degeneri	Silene_degeneri
Silene_fruticosa	Silene_fruticosa
Silene_hawaiiensis	Silene_hawaiiensis
Silene_lanceolata	Silene_lanceolata
Silene_perlmanii	Silene_perlmanii
Silene_struthioloides	Silene_struthioloides
Spergularia_manicata	
Andinocleome_lechleri	Andinocleome_lechleri
Andinocleome_magnifica	
Cleome_anomala	Cleome_anomala
Cleome_boliviensis	Cleome_boliviensis
Cleome_chrysogyna	Cleome_chrysogyna
Cleome_dendroidea	
Cleome_gigantea	Cleome_gigantea
Cleome_glandulosa	Cleome_glandulosa
Cleome_longifolia	Cleome_longifolia
Cleome_moritziana	Cleome_moritziana
Cleome_pruriens	
Cleome_rubiginosa	
Cleome_stylosa	Cleome_stylosa
Cleome_viridiflora	Cleome_viridiflora
Peritoma_arborea	Cleomella_arborea
Argyreia_acuta	Argyreia_acuta
Argyreia_adpressa	Argyreia_adpressa
Argyreia_akoensis	Argyreia_akoensis
Argyreia_apoensis	Argyreia_apoensis
Argyreia_barnesii	Argyreia_barnesii
Argyreia_bifrons	Argyreia_bifrons
Argyreia_boholensis	Argyreia_boholensis
Argyreia_capitata	Argyreia_capitata
Argyreia_capitiformis	Argyreia_capitiformis
Argyreia_caudata	Argyreia_caudata
Argyreia_celebica	Argyreia_celebica
Argyreia_cheliensis	Argyreia_cheliensis
Argyreia_cinerea	Argyreia_cinerea
Argyreia_collinsae	Argyreia_collinsae
Argyreia_congesta	Argyreia_congesta
Argyreia_corneri	Argyreia_corneri
Argyreia_crispa	Argyreia_crispa
Argyreia_cucullata	Argyreia_cucullata
Argyreia_discolor	Argyreia_discolor
Argyreia_erinacea	Argyreia_erinacea
Argyreia_eriocephala	Argyreia_eriocephala
Argyreia_formosana	Argyreia_formosana
Argyreia_fulvocymosa	Argyreia_fulvocymosa
Argyreia_fulvovillosa	Argyreia_fulvovillosa
Argyreia_glabra	Argyreia_glabra
Argyreia_henryi	Argyreia_henryi
Argyreia_hookeri	Argyreia_hookeri
Argyreia_ionantha	Argyreia_ionantha
Argyreia_kerrii	Argyreia_kerrii
Argyreia_kunstleri	Argyreia_kunstleri
Argyreia_laotica	Argyreia_laotica
Argyreia_lineariloba	Argyreia_lineariloba
Argyreia_linggaensis	Argyreia_linggaensis
Argyreia_luzonensis	Argyreia_luzonensis
Argyreia_maingayi	Argyreia_maingayi
Argyreia_marlipoensis	Argyreia_marlipoensis
Argyreia_mastersii	Argyreia_mastersii
Argyreia_maymyo	Argyreia_maymyo
Argyreia_mekongensis	Argyreia_mekongensis
Argyreia_melvillei	Argyreia_melvillei
Argyreia_micrantha	Argyreia_micrantha
Argyreia_mollis	Argyreia_mollis
Argyreia_monglaensis	Argyreia_monglaensis
Argyreia_monosperma	Argyreia_monosperma
Argyreia_nervosa	Argyreia_nervosa
Argyreia_nitida	Argyreia_nitida
Argyreia_nuda	Argyreia_nuda
Argyreia_oblongifolia	Argyreia_oblongifolia
Argyreia_obtecta	Argyreia_obtecta
Argyreia_ooststroomii	Argyreia_ooststroomii
Argyreia_osyrensis	Argyreia_osyrensis
Argyreia_parviflora	Argyreia_parviflora
Argyreia_paucinervia	Argyreia_paucinervia
Argyreia_pedicellata	Argyreia_pedicellata
Argyreia_penangiana	Argyreia_penangiana
Argyreia_philippinensis	Argyreia_philippinensis
Argyreia_pierreana	Argyreia_pierreana
Argyreia_pseudorubicunda	Argyreia_pseudorubicunda
Argyreia_reinwardtiana	Argyreia_reinwardtiana
Argyreia_reticulata	Argyreia_reticulata
Argyreia_ridleyi	Argyreia_ridleyi
Argyreia_robinsonii	Argyreia_robinsonii
Argyreia_roseopurpurea	Argyreia_roseopurpurea
Argyreia_roxburghii	Argyreia_roxburghii
Argyreia_rubicunda	Argyreia_rubicunda
Argyreia_samarensis	Argyreia_samarensis
Argyreia_scortechinii	Argyreia_scortechinii
Argyreia_sorsogonensis	Argyreia_sorsogonensis
Argyreia_soutteri	Argyreia_soutteri
Argyreia_sphaerocephala	Argyreia_sphaerocephala
Argyreia_splendens	Argyreia_splendens
Argyreia_strigillosa	Argyreia_strigillosa
Argyreia_sumbawana	Argyreia_sumbawana
Argyreia_variabilis	Argyreia_variabilis
Argyreia_velutina	Argyreia_velutina
Argyreia_versicolor	Argyreia_versicolor
Argyreia_wallichii	Argyreia_wallichii
Argyreia_walshae	Argyreia_walshae
Convolvulus_argyracanthus	Convolvulus_argyracanthus
Convolvulus_canariensis	Convolvulus_canariensis
Convolvulus_caput-medusae	Convolvulus_caput-medusae
Convolvulus_dorycnium	Convolvulus_dorycnium
Convolvulus_euphraticus	Convolvulus_euphraticus
Convolvulus_floridus	Convolvulus_floridus
Convolvulus_fruticosus	Convolvulus_fruticosus
Convolvulus_fruticulosus	Convolvulus_fruticulosus
Convolvulus_glandulosus	Convolvulus_glandulosus
Convolvulus_hystrix	Convolvulus_hystrix
Convolvulus_leiocalycinus	Convolvulus_leiocalycinus
Convolvulus_lopez-socasi	
Convolvulus_oxyphyllus	Convolvulus_oxyphyllus
Convolvulus_perraudieri	
Convolvulus_retrosepalus	
Convolvulus_scoparius	Convolvulus_scoparius
Convolvulus_subauriculatus	
Ipomoea_aculeata	Ipomoea_aculeata
Ipomoea_adenioides	Ipomoea_adenioides
Ipomoea_albivenia	Ipomoea_albivenia
Ipomoea_ancisa	Ipomoea_ancisa
Ipomoea_androyensis	Ipomoea_androyensis
Ipomoea_angustisepala	Ipomoea_angustisepala
Ipomoea_arborescens	Ipomoea_arborescens
Ipomoea_bakeri	Ipomoea_bakeri
Ipomoea_batatoides	Ipomoea_batatoides
Ipomoea_bracteata	Ipomoea_bracteata
Ipomoea_calodendron	
Ipomoea_campanulata	
Ipomoea_carnea	Ipomoea_carnea_subsp._fistulosa
Ipomoea_chenopodiifolia	Ipomoea_chenopodiifolia
Ipomoea_chilopsidis	Ipomoea_chilopsidis
Ipomoea_cicatricosa	Ipomoea_cicatricosa
Ipomoea_consimilis	Ipomoea_consimilis
Ipomoea_crassicaulis	
Ipomoea_digitata	Ipomoea_digitata
Ipomoea_donaldsonii	Ipomoea_donaldsonii
Ipomoea_dumosa	Ipomoea_dumosa
Ipomoea_elongata	Ipomoea_elongata
Ipomoea_expansa	Ipomoea_expansa
Ipomoea_fiebrigii	Ipomoea_fiebrigii
Ipomoea_fistulosa	Ipomoea_carnea_subsp._fistulosa
Ipomoea_flavivillosa	Ipomoea_flavivillosa
Ipomoea_gesnerioides	Ipomoea_gesnerioides
Ipomoea_grantii	Ipomoea_grantii
Ipomoea_holubii	
Ipomoea_horsfalliae	Ipomoea_horsfalliae
Ipomoea_illustris	
Ipomoea_intrapilosa	Ipomoea_intrapilosa
Ipomoea_jacalana	Ipomoea_jacalana
Ipomoea_jaegeri	Ipomoea_jaegeri
Ipomoea_jimaca	
Ipomoea_kituiensis	Ipomoea_kituiensis
Ipomoea_lapidosa	Ipomoea_lapidosa
Ipomoea_longituba	Ipomoea_longituba
Ipomoea_macrantha	Ipomoea_macrantha
Ipomoea_macrosepala	Ipomoea_macrosepala
Ipomoea_macrosiphon	Ipomoea_macrosiphon
Ipomoea_mahonii	
Ipomoea_mairetii	Ipomoea_mairetii
Ipomoea_malpighipila	Ipomoea_malpighipila
Ipomoea_malvaeoides	Ipomoea_malvaeoides
Ipomoea_marmorata	Ipomoea_marmorata
Ipomoea_mathewsiana	
Ipomoea_mauritiana	Ipomoea_mauritiana
Ipomoea_mcvaughii	
Ipomoea_mirandina	Ipomoea_mirandina
Ipomoea_morongii	Ipomoea_morongii
Ipomoea_murucoides	Ipomoea_murucoides
Ipomoea_neei	Ipomoea_neei
Ipomoea_oblongifolia	Ipomoea_oblongifolia
Ipomoea_oenotheroides	
Ipomoea_paludosa	Ipomoea_paludosa
Ipomoea_paolii	Ipomoea_paolii
Ipomoea_paraguariensis	Ipomoea_paraguariensis
Ipomoea_pauciflora	Ipomoea_pauciflora
Ipomoea_pearceana	Ipomoea_pearceana
Ipomoea_perpartita	Ipomoea_perpartita
Ipomoea_peruviana	Ipomoea_peruviana
Ipomoea_pharbitiformis	
Ipomoea_phyllomega	Ipomoea_philomega
Ipomoea_populina	Ipomoea_populina
Ipomoea_praecana	Ipomoea_praecana
Ipomoea_praecox	
Ipomoea_pruinosa	Ipomoea_pruinosa
Ipomoea_pseudoracemosa	Ipomoea_pseudoracemosa
Ipomoea_pulcherrima	Ipomoea_pulcherrima
Ipomoea_puncticulata	Ipomoea_puncticulata
Ipomoea_rubens	Ipomoea_rubens
Ipomoea_santae-rosae	
Ipomoea_seducta	Ipomoea_seducta
Ipomoea_sescossiana	Ipomoea_sescossiana
Ipomoea_setosa	Ipomoea_setosa
Ipomoea_shirambensis	Ipomoea_shirambensis
Ipomoea_shupangensis	Ipomoea_shupangensis
Ipomoea_simplex	Ipomoea_simplex
Ipomoea_soluta	
Ipomoea_spathulata	Ipomoea_spathulata
Ipomoea_squamisepala	Ipomoea_squamisepala
Ipomoea_stans	Ipomoea_stans
Ipomoea_staphylina	Ipomoea_staphylina
Ipomoea_stenosiphon	
Ipomoea_subspicata	
Ipomoea_suffulta	Ipomoea_suffulta
Ipomoea_sumatrana	Ipomoea_sumatrana
Ipomoea_tastensis	Ipomoea_tastensis
Ipomoea_temascaltepecensis	Ipomoea_temascaltepecensis
Ipomoea_teotitlanica	Ipomoea_teotitlanica
Ipomoea_trichosperma	Ipomoea_trichosperma
Ipomoea_triflora	Ipomoea_triflora
Ipomoea_tuba	
Ipomoea_uhdeana	Ipomoea_urbinei
Ipomoea_urbaniana	Ipomoea_urbaniana
Ipomoea_vargasiana	
Ipomoea_verbasciformis	Ipomoea_verbasciformis
Ipomoea_verbascoidea	Ipomoea_verbascoidea
Ipomoea_vernalis	Ipomoea_vernalis
Ipomoea_violacea	Ipomoea_violacea
Ipomoea_virgata	Ipomoea_virgata
Ipomoea_wolcottiana	Ipomoea_wolcottiana
Ipomoea_zanzibarica	Ipomoea_zanzibarica
Ipomoea_zimmermannii	
Lepistemon_urceolatum	Lepistemon_urceolatum
Rivea_hypocrateriformis	
Rivea_ornata	
Rivea_wightiana	
Stictocardia_beraviensis	Stictocardia_beraviensis
Stictocardia_macalusoi	Stictocardia_macalusoi
Stictocardia_mojangensis	Stictocardia_mojangensis
Stictocardia_tiliifolia	Stictocardia_tiliifolia
Turbina_abutiloides	Turbina_abutiloides
Turbina_amazonica	Turbina_amazonica
Turbina_bracteata	Turbina_bracteata
Turbina_cordata	Turbina_cordata
Turbina_corymbosa	Turbina_corymbosa
Turbina_holubii	Turbina_holubii
Turbina_inopiniata	
Turbina_oenotheroides	Turbina_oenotheroides
Turbina_perbella	Turbina_perbella
Turbina_pyramidalis	Turbina_pyramidalis
Turbina_shirensis	
Turbina_stenosiphon	Turbina_stenosiphon
Aeonium_appendiculatum	Aeonium_appendiculatum
Aeonium_arboreum	Aeonium_arboreum_var._holochrysum
Aeonium_arboreum	Aeonium_arboreum_var._rubrolineatum
Aeonium_balsamiferum	Aeonium_balsamiferum
Aeonium_castello-paivae	Aeonium_castello-paivae
Aeonium_ciliatum	Aeonium_ciliatum
Aeonium_davidbramwellii	Aeonium_davidbramwellii
Aeonium_decorum	Aeonium_decorum
Aeonium_glutinosum	Aeonium_glutinosum
Aeonium_gomerense	Aeonium_gomerense
Aeonium_goochiae	Aeonium_goochiae
Aeonium_gorgoneum	Aeonium_gorgoneum
Aeonium_haworthii	Aeonium_haworthii
Aeonium_hierrense	Aeonium_hierrense
Aeonium_korneliuslemsii	Aeonium_korneliuslemsii
Aeonium_lancerottense	Aeonium_lancerottense
Aeonium_leucoblepharum	Aeonium_leucoblepharum
Aeonium_lindleyi	Aeonium_lindleyi
Aeonium_nobile	Aeonium_nobile
Aeonium_percaneum	
Aeonium_saundersii	Aeonium_saundersii
Aeonium_sedifolium	Aeonium_sedifolium
Aeonium_smithii	Aeonium_smithii
Aeonium_spathulatum	Aeonium_spathulatum
Aeonium_stuessyi	Aeonium_stuessyi
Aeonium_undulatum	Aeonium_undulatum
Aeonium_urbicum	Aeonium_urbicum
Aeonium_valverdense	Aeonium_valverdense
Cotyledon_adscendens	Cotyledon_adscendens
Cotyledon_barbeyi	Cotyledon_barbeyi
Cotyledon_campanulata	Cotyledon_campanulata
Cotyledon_cuneata	Cotyledon_cuneata
Cotyledon_elideae	
Cotyledon_orbiculata	Cotyledon_orbiculata
Cotyledon_papillaris	Cotyledon_papillaris
Cotyledon_tomentosa	Cotyledon_tomentosa
Cotyledon_velutina	Cotyledon_velutina
Cotyledon_woodii	Cotyledon_woodii
Crassula_ammophila	Crassula_ammophila
Crassula_arborescens	Crassula_arborescens
Crassula_badpoortensis	
Crassula_brevifolia	Crassula_brevifolia
Crassula_cotyledonis	Crassula_cotyledonis
Crassula_dejecta	Crassula_dejecta
Crassula_fallax	Crassula_fallax
Crassula_fascicularis	Crassula_fascicularis
Crassula_fusca	Crassula_fusca
Crassula_garabina	
Crassula_grisea	Crassula_grisea
Crassula_macowaniana	Crassula_macowaniana
Crassula_multiflora	Crassula_multiflora
Crassula_ovata	
Crassula_pallens	Crassula_pallens
Crassula_perfoliata	Crassula_perfoliata_var._minor
Crassula_perforata	Crassula_perforata
Crassula_planifolia	Crassula_planifolia
Crassula_pruinosa	Crassula_pruinosa
Crassula_rubricaulis	Crassula_rubricaulis
Crassula_rudolfii	Crassula_rudolfii
Crassula_rupestris	Crassula_rupestris
Crassula_sladenii	Crassula_sladenii
Crassula_subaphylla	Crassula_subaphylla
Crassula_tetragona	Crassula_tetragona
Kalanchoe_arborescens	Kalanchoe_arborescens
Kalanchoe_beharensis	Kalanchoe_beharensis
Kalanchoe_bentii	Kalanchoe_bentii
Kalanchoe_boranae	Kalanchoe_boranae
Kalanchoe_brachyloba	Kalanchoe_brachyloba
Kalanchoe_bracteata	Kalanchoe_bracteata
Kalanchoe_crenata	Kalanchoe_crenata
Kalanchoe_dinklagei	Kalanchoe_dinklagei
Kalanchoe_grandidieri	Kalanchoe_grandidieri
Kalanchoe_hildebrandtii	Kalanchoe_hildebrandtii
Kalanchoe_integrifolia	Kalanchoe_integrifolia
Kalanchoe_laciniata	Kalanchoe_laciniata
Kalanchoe_latisepala	Kalanchoe_latisepala
Kalanchoe_linearifolia	Kalanchoe_linearifolia
Kalanchoe_luciae	Kalanchoe_luciae
Kalanchoe_manginii	Kalanchoe_manginii
Kalanchoe_millotii	Kalanchoe_millotii
Kalanchoe_orgyalis	Kalanchoe_orgyalis
Kalanchoe_rhombopilosa	Kalanchoe_rhombopilosa
Kalanchoe_scapigera	Kalanchoe_scapigera
Kalanchoe_synsepala	Kalanchoe_synsepala
Kalanchoe_tetraphylla	Kalanchoe_tetraphylla
Sedum_acropetalum	
Sedum_adolphi	Sedum_adolphi
Sedum_alexanderi	Sedum_alexanderi
Sedum_allantoides	Sedum_allantoides
Sedum_aoikon	Sedum_aoikon
Sedum_australe	Sedum_australe
Sedum_botteri	Sedum_botteri
Sedum_bourgaei	Sedum_bourgaei
Sedum_calcicola	Sedum_calcicola
Sedum_catorce	Sedum_catorce
Sedum_chloropetalum	Sedum_chloropetalum
Sedum_churchillianum	Sedum_churchillianum
Sedum_clavatum	Sedum_clavatum
Sedum_commixtum	Sedum_commixtum
Sedum_confusum	Sedum_confusum
Sedum_corynephyllum	Sedum_corynephyllum
Sedum_cuspidatum	Sedum_cuspidatum
Sedum_dendroideum	Sedum_dendroideum
Sedum_frutescens	Sedum_frutescens
Sedum_fusiforme	Sedum_fusiforme
Sedum_grandisepalum	Sedum_grandisepalum
Sedum_guadalajaranum	Sedum_guadalajaranum
Sedum_guatemalense	Sedum_guatemalense
Sedum_gypsophilum	Sedum_gypsophilum
Sedum_kimnachii	Sedum_kimnachii
Sedum_latifilamentum	Sedum_latifilamentum
Sedum_lenophylloides	
Sedum_lucidum	Sedum_lucidum
Sedum_luteoviride	Sedum_luteoviride
Sedum_macdougallii	Sedum_macdougallii
Sedum_millspaughii	Sedum_millspaughii
Sedum_mooneyi	Sedum_mooneyi
Sedum_moranense	Sedum_moranense
Sedum_nudum	Sedum_nudum
Sedum_nussbaumerianum	Sedum_nussbaumerianum
Sedum_obcordatum	Sedum_obcordatum
Sedum_ocuilense	Sedum_ocuilense
Sedum_orbatum	Sedum_orbatum
Sedum_oxypetalum	Sedum_oxypetalum
Sedum_pachyphyllum	Sedum_pachyphyllum
Sedum_palmeri	Sedum_palmeri
Sedum_platystylum	Sedum_platystylum
Sedum_plicatum	Sedum_plicatum
Sedum_praealtum	Sedum_praealtum
Sedum_pulvinatum	Sedum_pulvinatum
Sedum_quevae	Sedum_quevae
Sedum_retusum	Sedum_retusum
