try_acc_species_id	try_acc_species_name	plant_growth_form	succulent	climber	parasitic	aquatic	epiphyte	crop	palmoid	woodiness
10075	Canarium sikkimense	tree								woody
10077	Canarium strictum	tree								woody
10078	Canarium subulatum	tree								woody
10079	Canarium sumatranum	tree								woody
10080	Canarium sylvestre	tree								woody
10081	Canarium tonkinense	tree								woody
10082	Canarium trigonum	tree								woody
10083	Canarium vanikoroense	tree								woody
10084	Canarium vitiense	tree								woody
10085	Canarium vrieseanum	tree								woody
10086	Canarium vulgare	tree								woody
10087	Canastra lanceolata	graminoid								non-woody
10088	Canavalia africana	herb		climber						non-woody
10091	Canavalia ensiformis	herb/shrub		climber						non-woody/woody
10092	Canavalia eurycarpa			climber						woody
10094	Canavalia grandiflora			climber						non-woody
10097	Canavalia rosea	herb		climber						non-woody
10100	Cancrinia chrysocephala	herb								non-woody
10102	Canella alba									woody
10103	Canella winterana	tree								woody
66325	Canephora axillaris	herb								non-woody
66326	Canephora madagascariensis	herb								non-woody
10104	Canistrum lindenii	herb								non-woody
10106	Canna edulis	herb								non-woody
10107	Canna generalis	herb								non-woody
10108	Canna indica	herb								non-woody
10111	Cannabis sativa	herb								non-woody
59952	Cannomois grandis	herb								non-woody
10112	Cannomois parviflora	herb								non-woody
59901	Cannomois primrosii	herb								non-woody
66327	Cannomois scirpoides	herb								non-woody
10113	Cannomois virgata	herb								non-woody
10115	Canscora decussata	herb								non-woody
10116	Canscora diffusa	herb								non-woody
10117	Canscora kirkii	herb								non-woody
10120	Canthium burttii	shrub/tree								woody
10122	Canthium coprosmoides	shrub								woody
10123	Canthium dicoccum	tree								woody
66331	Canthium fadenii									woody
10124	Canthium gilfillanii	shrub/tree								woody
10125	Canthium glabrum	tree								woody
10126	Canthium glaucum	shrub								woody
10127	Canthium inerme	shrub/tree								woody
62445	Canthium kilifiense	tree								woody
10128	Canthium kuntzeanum	shrub/tree								woody
10129	Canthium lactescens	tree								woody
10130	Canthium lamprophyllum	tree								woody
10132	Canthium mombazense	shrub/tree								woody
10133	Canthium monstrosum									woody
10134	Canthium mundianum	shrub/tree								woody
10135	Canthium ngonii	shrub/tree								woody
10138	Canthium oligocarpum	shrub/tree								woody
10139	Canthium parasiebenlistii	shrub/tree								woody
10140	Canthium pseudorandii	tree								woody
10141	Canthium pseudoverticillatum	shrub/tree								woody
10142	Canthium racemulosum	shrub/tree								woody
10143	Canthium rubrocostatum									woody
10144	Canthium salubenii	shrub/tree								woody
10145	Canthium setiflorum	shrub								woody
10148	Canthium vacciniifolium									woody
66333	Canthium vanwykii									woody
10149	Cantleya corniculata	tree								woody
10150	Caperonia fistulosa	herb		climber						non-woody
10151	Caperonia palustris	herb								non-woody
10152	Caperonia stuhlmannii	herb		climber						non-woody
10153	Capillipedium annamense	graminoid								non-woody
10154	Capillipedium assimile	graminoid								non-woody
10155	Capillipedium duongii	graminoid								non-woody
10156	Capillipedium filiculme	graminoid								non-woody
10157	Capillipedium huegelii	graminoid								non-woody
59921	Capillipedium kuoi	graminoid								non-woody
10158	Capillipedium kwashotense	graminoid								non-woody
10159	Capillipedium laoticum	graminoid								non-woody
10160	Capillipedium leucotrichum	graminoid								non-woody
10161	Capillipedium longisetosum	graminoid								non-woody
10162	Capillipedium magdaleni	graminoid								non-woody
10163	Capillipedium nagense	graminoid								non-woody
10164	Capillipedium parviflorum	graminoid								non-woody
10165	Capillipedium planipedicellatum	graminoid								non-woody
10166	Capillipedium pteropechys	graminoid								non-woody
10167	Capillipedium spicigerum	graminoid								non-woody
10168	Capillipedium sulcatum	graminoid								non-woody
10169	Capirona decorticans	tree								woody
66334	Capnophyllum africanum	herb								non-woody
10170	Capparis afzelii	tree								woody
10171	Capparis amplissima	shrub/tree								woody
10172	Capparis angulata	tree								woody
10173	Capparis arborea	tree								woody
59925	Capparis aristiguetae	shrub/tree								woody
10174	Capparis atamisquea	shrub								woody
10175	Capparis baduca	tree								woody
10176	Capparis baducca	shrub/tree								woody
10177	Capparis brassii	shrub		climber						woody
10180	Capparis citrifolia	shrub								woody
10181	Capparis cynophallophora	shrub								woody
10182	Capparis decidua	tree								woody
10183	Capparis detonsa	tree								woody
10184	Capparis elaeagnoides	shrub		climber						woody
10185	Capparis erythrocarpos	shrub		climber						woody
10186	Capparis fascicularis	tree								woody
10187	Capparis flexuosa			climber						woody
10188	Capparis frondosa	shrub								woody
10189	Capparis guaguaensis	tree								woody
64288	Capparis hastata	shrub/tree								woody
10191	Capparis indica	tree								woody
10192	Capparis lasiantha			climber						
10193	Capparis lilacina	shrub								woody
10194	Capparis linearis	tree								woody
10196	Capparis macrophylla	tree								woody
10197	Capparis maroniensis	shrub/tree								woody
10198	Capparis mitchellii	shrub/tree								woody
10199	Capparis mollicella	tree								woody
10200	Capparis multiflora	shrub/tree		climber						woody
10201	Capparis nitida	tree								woody
10202	Capparis nobilis			climber						woody
10203	Capparis odoratissima	tree								woody
10204	Capparis ornans	shrub/tree		climber						woody
10205	Capparis orthacantha	shrub								woody
10206	Capparis osmantha	tree								woody
10207	Capparis ovata	shrub								woody
10208	Capparis pachaca	tree								woody
10209	Capparis pittieri	tree								woody
10210	Capparis prisca			climber						woody
10211	Capparis retusa	shrub								woody
10212	Capparis rosea	shrub		climber						woody
10213	Capparis rudatisii	shrub		climber						woody
10214	Capparis salicifolia	shrub/tree								woody
10215	Capparis sandwichiana	shrub								woody
10216	Capparis sepiaria	shrub		climber						woody
10217	Capparis sola	shrub								woody
10219	Capparis speciosa	shrub/tree								woody
10220	Capparis spinosa	shrub								woody
10221	Capparis tenuisiliqua	shrub/tree								woody
10222	Capparis tomentosa	shrub		climber						woody
10223	Capparis umbonata	shrub/tree								woody
10224	Capparis verrucosa	shrub								woody
10226	Capsella bursa-pastoris	herb								non-woody
10227	Capsella rubella									non-woody
10228	Capsicodendron dinisii	tree								woody
10229	Capsicodendron pimenteira									woody
10231	Capsicum annuum	herb/shrub								non-woody/woody
10232	Capsicum coccineum	tree								woody
10236	Capurodendron antongiliense									woody
62453	Capurodendron apollonioides									woody
10237	Capurodendron perrieri									woody
62455	Capurodendron pseudoterminalia									woody
10239	Capuronia madagascariensis	shrub								woody
10240	Caragana arborescens	shrub/tree								woody
10241	Caragana davazamcii	shrub/tree								woody
10244	Caragana intermedia	shrub								woody
10245	Caragana jubata	shrub								woody
10246	Caragana korshinskii	shrub								woody
10247	Caragana leveillei	shrub								woody
10248	Caragana microphylla	shrub								woody
10249	Caragana pekinensis	shrub								woody
10250	Caragana pygmaea	shrub								woody
62457	Caragana roborovskyi	shrub/tree								woody
10251	Caragana rosea	shrub								woody
10252	Caragana sinica	shrub								woody
10254	Caragana stenophylla	shrub								woody
10255	Caragana tibetica	shrub								woody
10256	Caraipa densifolia	tree								woody
10257	Caraipa grandifolia	tree								woody
10258	Caraipa heterocarpa	tree								woody
10259	Caraipa llanorum	tree								woody
10260	Caraipa longipedicellata	shrub/tree								woody
10261	Caraipa myrcioides	tree								woody
10262	Caraipa punctulata	tree								woody
10263	Caraipa richardiana	tree								woody
10265	Carallia borneensis	tree								woody
10266	Carallia brachiata	tree								woody
10267	Carallia euryoides	tree								woody
10268	Carallia integerrima	tree								woody
64289	Carallia lanceaefolia	tree								woody
10269	Carallia lucida	tree								woody
10272	Carapa grandiflora	tree								woody
10273	Carapa guianensis	tree								woody
10274	Carapa nicaraguensis	tree								woody
10275	Carapa obovata	shrub/tree								woody
10276	Carapa procera	tree								woody
10277	Carapa slateri	shrub/tree								woody
10279	Cardamine africana	herb								non-woody
10280	Cardamine alpina	herb								non-woody
10281	Cardamine amara	herb								non-woody
10284	Cardamine bellidifolia	herb								non-woody
64290	Cardamine breweri	herb								non-woody
10285	Cardamine bulbifera	herb								non-woody
10286	Cardamine bulbosa	herb								non-woody
10287	Cardamine californica	herb								non-woody
64291	Cardamine cordifolia	herb								non-woody
10290	Cardamine dentata	herb								non-woody
10291	Cardamine douglassii	herb								non-woody
10292	Cardamine enneaphyllos	herb								non-woody
10293	Cardamine flexuosa	herb								non-woody
10294	Cardamine heptaphylla	herb								non-woody
10295	Cardamine hirsuta	herb								non-woody
10296	Cardamine impatiens	herb								non-woody
10297	Cardamine laciniata	herb								non-woody
10300	Cardamine oligosperma	herb								non-woody
10301	Cardamine parviflora	herb								non-woody
10302	Cardamine pennsylvanica	herb								non-woody
64292	Cardamine pensylvanica	herb								non-woody
10303	Cardamine pentaphyllos	herb								non-woody
10304	Cardamine pratensis	herb								non-woody
10306	Cardamine resedifolia	herb								non-woody
10309	Cardamine sublyrata	herb								non-woody
10310	Cardamine trifolia	herb								non-woody
10312	Cardaminopsis arenosa	herb								non-woody
10314	Cardaminopsis halleri	herb								non-woody
10315	Cardaminopsis petraea	herb								non-woody
10316	Cardaria draba	herb								non-woody
10317	Cardaria pubescens	herb								non-woody
10318	Cardiochilos williamsonii	herb								non-woody
66359	Cardiocrinum cathayanum	herb								non-woody
66360	Cardiocrinum cordatum	herb								non-woody
72700	Cardiocrinum corindum	herb								non-woody
66361	Cardiocrinum giganteum	herb								non-woody
10319	Cardionema ramosissima	herb								non-woody
10321	Cardiopetalum calophyllum	shrub/tree								woody
10323	Cardiopteris moluccana			climber						woody
10324	Cardiospermum corindum			climber						woody
10325	Cardiospermum grandiflorum			climber						non-woody
10326	Cardiospermum halicacabum	herb		climber						non-woody
10327	Cardiospermum microcarpum			climber						woody
10329	Cardopatium corymbosum	shrub								woody
10331	Carduus acanthoides	herb								non-woody
10336	Carduus bourgeanus	herb								non-woody
10340	Carduus crispus	herb								non-woody
10341	Carduus defloratus	herb								non-woody
10342	Carduus hamulosus	herb								non-woody
10343	Carduus nutans	herb								non-woody
10344	Carduus nyassanus	herb								non-woody
10346	Carduus personata	herb								non-woody
10348	Carduus pycnocephalus	herb								non-woody
10349	Carduus seminudus	herb								non-woody
10351	Carduus tenuiflorus	herb								non-woody
10352	Carduus thoermeri	herb								non-woody
10353	Cardwellia sublimis	tree								woody
64293	Carex abscondita	graminoid								non-woody
10354	Carex acuta	graminoid								non-woody
10355	Carex acutiformis	graminoid								non-woody
10356	Carex aethiopica	graminoid								non-woody
10357	Carex alba	graminoid								non-woody
64294	Carex albolutescens	graminoid								non-woody
66364	Carex alma	graminoid								non-woody
66365	Carex alopecoidea	graminoid								non-woody
10358	Carex alsatica	graminoid								non-woody
64295	Carex amphibola	graminoid								non-woody
10359	Carex amplifolia	graminoid								non-woody
59914	Carex amuricus	graminoid								non-woody
10360	Carex andina	graminoid								non-woody
66366	Carex annectens	graminoid								non-woody
64296	Carex aperta	graminoid								non-woody
10361	Carex appeliana	graminoid								non-woody
10362	Carex appressa	graminoid								non-woody
10363	Carex appropinquata	graminoid								non-woody
10364	Carex aquatilis	graminoid								non-woody
10365	Carex arcta	graminoid								non-woody
10366	Carex arenaria	graminoid								non-woody
10367	Carex arnellii	graminoid								non-woody
10368	Carex arthuriana	graminoid								non-woody
10369	Carex atherodes	graminoid								non-woody
64297	Carex athrostachya	graminoid								non-woody
64298	Carex atlantica	graminoid								non-woody
10370	Carex atrata	graminoid								non-woody
59915	Carex atrofuroa	graminoid								non-woody
10371	Carex atrofusca	graminoid								non-woody
10372	Carex augustinowiczii	graminoid								non-woody
10373	Carex aurea	graminoid								non-woody
66367	Carex austrina	graminoid								non-woody
10374	Carex austroalpina	graminoid								non-woody
10375	Carex baccans	graminoid								non-woody
10376	Carex backii	graminoid								non-woody
64299	Carex baileyi	graminoid								non-woody
10377	Carex baldensis	graminoid								non-woody
10378	Carex barbarae	graminoid								non-woody
64300	Carex bebbii	graminoid								non-woody
10379	Carex beckmanniana	graminoid								non-woody
64301	Carex bella	graminoid								non-woody
66368	Carex bequaertii	graminoid								non-woody
10380	Carex bichenoviana	graminoid								non-woody
10381	Carex bicknellii	graminoid								non-woody
10382	Carex bicolor	graminoid								non-woody
