allmb_name	gbif_species_key	num_occurrences	woody_state
Vouacapoua_pallidior	2940385	119	ancestral
Haematoxylum_campechianum	2950903	2372	ancestral
Ceratonia_siliqua	5356354	35327	ancestral
Gymnocladus_dioicus	2944214	2052	ancestral
Campsiandra_comosa	2933021	915	ancestral
Dimorphandra_mollis	2974269	1284	ancestral
Arapatiella_psilophylla	2977717	338	ancestral
Dialium_guianense	2971008	3483	ancestral
Cercis_canadensis	5353583	10420	ancestral
Bauhinia_brachycalyx	2953223	142	ancestral
Bauhinia_divaricata	2953439	3755	ancestral
Bauhinia_multinervia	2953377	100	ancestral
Bauhinia_longifolia	2953146	1403	ancestral
Tamarindus_indica	2975768	7297	ancestral
Polygala_polygama	3191425	2366	non-woody
Polygala_virgata	4049271	2049	ancestral
Polygala_vulgaris_subsp._oxyptera	3191374	127163	non-woody
Polygala_microphylla	7875580	1070	ancestral
Polygala_uncinata	8269756	246	non-woody
Polygala_erioptera	7293411	1193	non-woody
Polygala_chamaebuxus	4051746	19177	non-woody
Polygala_arillata	7293502	1337	ancestral
Muraltia_flanaganii	4050605	142	ancestral
Comesperma_calymega	7293259	1885	non-woody
Securidaca_diversifolia	5421445	2401	ancestral
Polygala_cowellii	3191460	106	ancestral
Polygala_serpyllifolia	3191414	43035	non-woody
Polygala_tenuifolia	7593997	449	non-woody
Polygala_grandiflora			non-woody
Polygala_verticillata	3191386	2333	non-woody
Polygala_sanguinea	3191396	3114	non-woody
Polygala_rupestris	4049728	10113	ancestral
Polygala_rehmannii	4050455	194	non-woody
Polygala_xanthina	4051901	53	non-woody
Polygala_amarella	7293605	25555	non-woody
Polygala_sibirica	7293626	1107	non-woody
Polygala_senensis	7293652	76	non-woody
Polygala_persicariifolia	4052078	766	non-woody
Polygala_hottentotta	4051025	845	non-woody
Polygala_jamaicensis	4050491	162	ancestral
Polygala_alpestris	8207089	7244	non-woody
Polygala_sphenoptera	4051511	836	non-woody
Polygala_nambalensis	4050760	107	non-woody
Carpolobia_goetzei	4049490	197	ancestral
Moutabea_aculeata	4051535	308	ancestral
Xanthophyllum_flavescens	7580773	1073	ancestral
Suriana_maritima	2986073	2584	ancestral
Austrodolichos_errabundus	2946474	320	non-woody
Pseudoeriosema_borianii	2946495	79	non-woody
Aubrevillea_kerstingii	2950900	175	ancestral
Streblorrhiza_speciosa	2958136	10	derived
Rothia_hirsuta	5353602	297	non-woody
Quillaja_saponaria	3029379	555	ancestral
Morkillia_mexicana	3987142	348	ancestral
Tribulus_cistoides	5421117	3712	non-woody
Balanites_aegyptiacus	5421115	6203	ancestral
Tribulus_terrestris	5421116	17464	non-woody
Larrea_tridentata	5421118	21622	ancestral
Zygophyllum_clavatum	3987246	91	non-woody
Zygophyllum_madecassum	3987094	57	non-woody
Tetraena_prismatocarpa	3987032	155	ancestral
Tetraena_tenuis	3986962	53	non-woody
Tetraena_longicapsularis	3987120	63	ancestral
Tetraena_microcarpa	3987523	156	non-woody
Zygophyllum_fabago	3189902	1829	non-woody
Augea_capensis	5635170	151	ancestral
Fagonia_cretica	6384851	3425	non-woody
Fagonia_indica	6384811	793	non-woody
Fagonia_mollis	6384908	798	ancestral
Roepera_iodocarpa	3986950	2046	non-woody
Roepera_leptopetala	3986917	102	non-woody
Roepera_morgsana	3986844	331	non-woody
Roepera_billardierei	7805858	1244	non-woody
Roepera_cuneifolia	3987147	18	ancestral
Roepera_aurantiaca	7285856	354	non-woody
Roepera_spinosa	3986718	204	non-woody
Roepera_glauca	3987022	4	non-woody
Roepera_fruticulosa	8054492	347	non-woody
Zygophyllum_xanthoxylon	3986938	108	non-woody
Zygophyllum_mucronatum	3986916	25	non-woody
Krameria_erecta	5421448	1883	ancestral
Streptanthus_tortuosus	3041559	1423	non-woody
Thelypodium_integrifolium	3053589	563	non-woody
Chaunanthus_petiolatus	3042385	66	derived
Stanleya_pinnata	5373733	2224	derived
Streptanthus_gracilis	3041639	54	non-woody
Thysanocarpus_curvipes	3051417	3376	non-woody
Hesperidanthus_jaegeri	3047787	32	derived
Mostacillastrum_orbignyanum	3041246	148	derived
Streptanthella_longirostris	3041931	1071	non-woody
Mathewsia_incana	5377664	51	derived
Sisymbrium_officinale	3046890	145135	non-woody
Brassica_rapa_subsp._pekinensis	7903057	49984	non-woody
Brassica_oleracea	3042845	33058	derived
Brassica_insularis	3042880	511	derived
Brassica_macrocarpa	3042797	79	derived
Brassica_balearica	3042911	244	derived
Brassica_nigra	3042658	30399	non-woody
Brassica_spinescens	3042913	77	derived
Brassica_rupestris	3042533	184	derived
Brassica_hilarionis	3042748	24	derived
Brassica_bourgeaui	3042916	56	derived
Brassica_somalensis	3042795	11	derived
Raphanus_raphanistrum	3040983	110359	non-woody
Erucastrum_gallicum	5375547	9286	non-woody
Erucastrum_virgatum	5375501	1692	non-woody
Erucastrum_nasturtiifolium	5375555	10979	non-woody
Erucastrum_supinum	5375515	4942	non-woody
Erucastrum_strigosum	5375544	191	non-woody
Erucastrum_meruense	5375531	14	derived
Erucastrum_arabicum	5375517	485	non-woody
Erucastrum_woodiorum	5375535	3	derived
Diplotaxis_tenuifolia	5376426	34464	non-woody
Moricandia_arvensis	5376035	5023	derived
Eruca_vesicaria_subsp._sativa	5375920	12730	non-woody
Zilla_spinosa_subsp._spinosa	5376128	1100	derived
Sinapis_arvensis	3047598	202691	non-woody
Sinapidendron_frutescens	3047763	97	derived
Hirschfeldia_incana	3047620	20648	non-woody
Coincya_monensis	3040600	18353	non-woody
Crambe_orientalis	5373466	519	non-woody
Crambe_santosii	5373526	93	derived
Crambe_hispanica_subsp._abyssinica	5373475	2707	non-woody
Crambe_strigosa	5373547	318	derived
Crambe_scoparia	5373545	48	derived
Crambe_scaberrima	5373472	170	derived
Crambe_pritzelii	5373525	144	derived
Crambe_tamadabensis	5373537	64	derived
Crambe_cordifolia	5373502	241	non-woody
Crambe_tatarica	8298726	75	non-woody
Crambe_arborea	5373530	61	derived
Crambe_feuilleei	5373523	30	derived
Crambe_fruticosa	5373507	128	derived
Crambe_laevigata	5373461	61	derived
Crambe_microcarpa	5373511	21	derived
Crambe_maritima	5373533	13358	non-woody
Crambe_gomerae	5835035	88	derived
Cakile_maritima	3048831	34485	non-woody
Vella_spinosa	5375666	1365	derived
Carrichtera_annua	5375285	20245	non-woody
Savignya_parviflora	5376117	587	non-woody
Coincya_wrightii	3040582	63	non-woody
Hemicrambe_fruticulosa	3048696	46	derived
Douepea_tortuosa	3043821	28	derived
Henophyton_deserti	3047663	173	derived
Foleyola_billotii	3052567	56	derived
Fourraea_alpina	5376286	6917	non-woody
Isatis_tinctoria	5374118	18748	non-woody
Thlaspi_calaminare	3045463	30528	non-woody
Thlaspi_arvense	3047598	202691	non-woody
Thlaspi_apterocarpum	3052731	11	derived
Elburzia_fenestrata	5376048	20	derived
Alliaria_petiolata	5376075	208120	non-woody
Peltaria_alliacea	3052632	487	non-woody
Calepina_irregularis	3048782	6120	non-woody
Cremolobus_peruvianus	3041482	120	derived
Kernera_saxatilis_subsp._saxatilis	5374828	12429	non-woody
Noccaea_caerulescens	3045463	30528	non-woody
Cochlearia_danica	5373254	38064	non-woody
Iberis_amara	5377163	8657	non-woody
Iberis_saxatilis	5377289	3983	derived
Iberis_umbellata	5377303	3301	non-woody
Iberis_sempervirens	5551241	3275	derived
Iberis_semperflorens	5551244	186	derived
Iberis_linifolia	5376543	5071	non-woody
Teesdalia_nudicaulis	3054168	14607	non-woody
Pugionium_cornutum	3042082	37	non-woody
Draba_incana	3049770	11972	non-woody
Draba_stylosa	3050305	18	derived
Draba_aretioides	3049764	30	non-woody
Draba_korshinskyi	3688116	107	non-woody
Draba_reptans	3049741	1452	non-woody
Draba_aizoides	3049799	16005	non-woody
Draba_hallii	3049894	124	derived
Draba_chionophila	3049589	12	non-woody
Draba_lindenii	3050249	38	derived
Draba_pulvinata_subsp._pulvinata	3050227	33	derived
Draba_lemmonii	3050306	216	non-woody
Draba_cocuyana	3049446	16	derived
Draba_caroliniana	3049741	1452	non-woody
Draba_siliquosa	3049820	2426	non-woody
Draba_sauteri	3050144	265	non-woody
Draba_steyermarkii	3049500	22	derived
Draba_arbuscula	3049904	22	derived
Draba_funckii	3049433	5	derived
Draba_schultzei	3050015	6	derived
Draba_sagasteguii	3050160	2	derived
Athysanus_pusillus	5373588	1083	non-woody
Drabella_muralis	3049836	13877	non-woody
Aubrieta_deltoidea	3054117	2601	non-woody
Arabis_hirsuta	9202524	63439	non-woody
Dendroarabis_fruticulosa	3040783	67	derived
Botschantzevia_karatavica	3050742	9	derived
Stevenia_canescens	7682192	21	derived
Stevenia_maximowiczii	3052553	327	non-woody
Stevenia_dahurica	3045086	36	derived
Pseudoturritis_turrita	3042086	21113	non-woody
Lunaria_annua	5373324	23208	non-woody
Alyssum_montanum	3044912	8830	derived
Alyssum_desertorum	3044743	2175	non-woody
Alyssum_simplex	3045042	7791	non-woody
Alyssum_alyssoides	3044855	40836	non-woody
Alyssum_tetrastemon	3044851	18	derived
Alyssum_dasycarpum	3045148	148	non-woody
Alyssum_lenense	3045096	378	derived
Alyssum_niveum	3044753	4	derived
Alyssum_caespitosum	3044774	22	derived
Alyssum_pintodasilvae	3044979	3652	derived
Alyssum_tenuifolium	3044874	66	non-woody
Alyssum_troodi	3045067	65	derived
Alyssum_propinquum	3045212	12	derived
Alyssum_bornmuelleri	3044801	42	derived
Alyssum_dubertretii	3044826	6	derived
Alyssum_discolor	3044760	19	derived
Alyssum_callichroum	3044822	28	derived
Alyssum_dudleyi	3044767	3	derived
Alyssum_mouradicum	3045110	31	derived
Alyssum_constellatum	3044977	41	derived
Alyssum_haussknechtii	3044784	12	derived
Alyssum_cassium	3044797	49	derived
Alyssum_ochroleucum	3044829	31	derived
Alyssum_lanigerum	3045029	61	derived
Alyssum_mozaffarianii	3045153	0	derived
Alyssum_erosulum	3044886	46	derived
Alyssum_akamasicum	3044885	23	derived
Alyssum_chondrogynum	3044890	14	derived
Alyssum_eriophyllum	3044837	20	derived
Alyssum_contemptum	3044998	47	non-woody
Alyssum_libanoticum	3045041	2	derived
Alyssum_lassiticum	3045074	7	derived
Fibigia_clypeata	3051652	1638	non-woody
Fibigia_umbellata	3051671	58	derived
Alyssoides_cretica	3050537	136	derived
Hormathophylla_spinosa	3050712	3702	derived
Bornmuellera_tymphaea	3047125	105	derived
Aurinia_saxatilis	5377778	3892	derived
Berteroa_incana	3053522	39710	non-woody
Clypeola_jonthlaspi	5375313	9076	non-woody
Rhammatophyllum_pachyrhizum	3040770	28	derived
Euclidium_syriacum	3049314	1084	non-woody
Neotorularia_torulosa	3047352	997	non-woody
Christolea_crassifolia	3044549	401	non-woody
Matthiola_incana	5377378	3452	derived
Matthiola_fruticulosa	5377429	7123	derived
Matthiola_parviflora	3053061	207	non-woody
Matthiola_longipetala	5377395	2408	non-woody
Matthiola_sinuata	5377368	816	non-woody
Matthiola_torulosa	5377351	69	derived
Iskandera_hissarica	3044435	3	derived
Hesperis_matronalis	3042291	45920	non-woody
Parrya_albida	3053827	21	derived
Chorispora_tenella	3044349	2813	non-woody
Dontostemon_dentatus	3052569	461	non-woody
Erysimum_scoparium	3048534	633	derived
Erysimum_subulatum	3048635	67	non-woody
Erysimum_repandum	3048166	3723	non-woody
Erysimum_senoneri	3048489	286	derived
Erysimum_perofskianum	3048131	152	non-woody
Erysimum_hieraciifolium	3048678	4315	non-woody
Erysimum_cheiri	3048203	9965	non-woody
Erysimum_cheiranthoides	3048266	67021	non-woody
Erysimum_odoratum	3048357	3168	non-woody
Erysimum_crassipes	3048616	435	derived
Erysimum_crepidifolium	3048522	1446	non-woody
Erysimum_diffusum	3048288	951	non-woody
Erysimum_cuspidatum	3048411	1289	non-woody
Erysimum_capitatum	3048540	7228	non-woody
Erysimum_sylvestre	3048597	619	non-woody
Erysimum_marschallianum	3048613	231	non-woody
Erysimum_menziesii_subsp._eurekense	3048483	175	non-woody
Erysimum_maderense	3048057	37	derived
Erysimum_corinthium	3048643	132	derived
Erysimum_insulare	3048229	52	derived
Erysimum_franciscanum_var._crassifolium	3048445	458	non-woody
Capsella_bursa-pastoris	5375388	310841	non-woody
Boechera_formosa	3043531	157	derived
Boechera_lemmonii	3043593	920	non-woody
Boechera_platysperma	3043561	670	non-woody
Boechera_lincolnensis	3043467	92	derived
Boechera_glaucovalvula	3043528	68	non-woody
Boechera_perennans	3043206	1133	non-woody
Boechera_koehleri	3043299	142	derived
Boechera_stricta	3043392	3200	non-woody
Boechera_laevigata	3043265	2427	non-woody
Boechera_repanda	3043289	226	non-woody
Boechera_pulchra_var._pallens	3043531	157	derived
Boechera_sparsiflora_var._sparsiflora	3043545	697	non-woody
Boechera_breweri_subsp._breweri	3043383	404	non-woody
Boechera_californica	3043591	91	derived
Boechera_holboellii/Boechera_stricta_mixed_EST_library	3043413	905	non-woody
Pachycladon_cheesemanii	5552489	101	derived
Stenopetalum_nutans	3042358	722	non-woody
Stenopetalum_decipiens	3042367	376	derived
Stenopetalum_anfractum	3042369	398	non-woody
Harmsiodoxa_blennodioides	3041953	1534	non-woody
Cuphonotus_humistratus	3041991	403	non-woody
Arabidella_trisecta	3040450	1208	derived
Physaria_ludoviciana	3048930	926	non-woody
Physaria_fendleri	3049236	1534	derived
Physaria_lindheimeri	3048981	100	non-woody
Paysonia_densipila	3044424	464	non-woody
Lyrocarpa_coulteri	3040711	386	derived
Dithyrea_californica	3053543	1004	non-woody
Cardamine_pratensis	7972010	364293	non-woody
Lepidium_didymum	5377060	37029	non-woody
Lepidium_foliosum	5376605	729	derived
Lepidium_africanum	5376530	9434	non-woody
Lepidium_graminifolium	5376994	8649	non-woody
Lepidium_ruderale	5376616	24094	non-woody
Lepidium_montanum	5376844	2450	non-woody
Lepidium_alyssoides	5377012	775	derived
Lepidium_virginicum	5376648	29225	non-woody
Lepidium_bonariense	5376925	3362	non-woody
Lepidium_naufragorum	5376490	23	derived
Lepidium_densiflorum	5377064	14723	non-woody
Lepidium_apetalum	5376835	2698	non-woody
Lepidium_squamatum	5376627	32261	non-woody
Lepidium_phlebopetalum	5376550	3483	derived
Lepidium_draba	5376961	34566	non-woody
Lepidium_oblitum	9153012	30	derived
Lepidium_muelleri-ferdinandi	5376761	1561	non-woody
Lepidium_oblongum	5376554	1020	non-woody
Lepidium_nitidum	5376583	3525	non-woody
Lepidium_oxytrichum	5377058	2645	non-woody
Lepidium_oxycarpum	5377078	286	non-woody
Lepidium_pedicellosum	5376931	199	derived
Lepidium_dictyotum	5376465	1308	non-woody
Lepidium_appelianum	5376811	902	non-woody
Lepidium_thurberi	5377021	399	non-woody
Lepidium_subulatum	5376536	2380	derived
Lepidium_ramosissimum	5376788	769	non-woody
Lepidium_rhytidocarpum	5377045	19	derived
Lepidium_biplicatum	5376580	47	derived
Lepidium_serratum	5376971	31	derived
Lepidium_quitense	5376873	32	derived
Lepidium_serra	5376451	106	derived
Lepidium_pholidogynum	5376524	141	derived
Lepidium_lasiocarpum	5376771	3816	non-woody
Lepidium_latifolium	5376692	12785	non-woody
Lepidium_hyssopifolium	5376530	9434	non-woody
Lepidium_linifolium	5376542	126	derived
Lepidium_leptopetalum	5376563	664	derived
Lepidium_pinnatum	5376487	30	derived
Lepidium_arbuscula	5376908	30	derived
Lepidium_fremontii	5376525	2329	derived
Lepidium_divaricatum	5376978	226	non-woody
Lepidium_platypetalum	5376473	310	derived
Lepidium_rotundum	5376737	494	derived
Lepidium_crenatum	5376496	124	derived
Lepidium_maccowagei	5376495	12	derived
Lepidium_meyeri	5377022	104	derived
Lepidium_genistoides	5376462	64	derived
Lepidium_beckii	5376461	8	derived
Lepidium_minutiflorum	5376939	38	derived
Lepidium_lyratogynum	5376512	55	derived
Lepidium_scandens	5376513	12	derived
Lepidium_catapycnon	5376733	53	derived
Lepidium_xylodes	5376604	15	derived
Lepidium_strongylophyllum	5376646	237	derived
Lepidium_huberi	5376990	73	derived
Lepidium_transvaalense	5376960	45	derived
Cyphocardamum_aretioides	3042380	3	derived
Delpinophytum_patagonicum	3043050	25	derived
Lithodraba_mendocinensis	3041114	40	derived
Descurainia_pinnata	3044133	6115	non-woody
Descurainia_millefolia	3044107	354	derived
Descurainia_sophia	3044318	34608	non-woody
Hornungia_petraea	5376179	19824	non-woody
Smelowskia_calycina	3045576	631	non-woody
Lobularia_canariensis_subsp._microsperma	5373341	1152	non-woody
Lobularia_canariensis_subsp._canariensis	5373341	1152	non-woody
Lobularia_canariensis_subsp._marginata	5373341	1152	derived
Lobularia_libyca	5373339	426	non-woody
Lobularia_maritima	5373358	24980	non-woody
Diceratella_elliptica	5374684	91	derived
Anastatica_hierochuntica	3041976	583	non-woody
Parolinia_ornata	5377800	99	derived
Farsetia_stylosa	3047985	1136	derived
Malcolmia_africana	8139063	2908	non-woody
Aethionema_saxatile	3051094	4026	derived
Heliophila_tulbaghensis	5374448	13	derived
Heliophila_esterhuyseniae	5374367	10	derived
Heliophila_scoparia_var._aspera	5374503	373	derived
Heliophila_cedarbergensis	5374459	14	derived
Heliophila_dregeana	5374404	69	derived
Heliophila_macra	5374385	60	derived
Heliophila_macrosperma	5374341	19	derived
Heliophila_monosperma	5374445	36	derived
Heliophila_polygaloides	5374307	33	derived
Heliophila_hurkana	5374306	35	derived
Heliophila_maraisiana	5374368	66	derived
Heliophila_juncea	5374453	545	derived
Heliophila_suavissima	5374488	361	derived
Heliophila_cornuta	5374293	266	derived
Heliophila_carnosa	5374508	403	derived
Heliophila_coronopifolia	5374358	317	non-woody
Heliophila_glauca	5374383	99	derived
Heliophila_tricuspidata	5374302	20	derived
Heliophila_nubigena	5374325	54	derived
Heliophila_elata	5374322	108	derived
Heliophila_cuneata	5374497	27	derived
Heliophila_brachycarpa	5374493	69	derived
Heliophila_rimicola	5374492	28	derived
Heliophila_filicaulis	5374452	11	derived
Heliophila_scandens	5374337	79	derived
Heliophila_callosa	5374338	80	derived
Odontarrhena_muralis	3045111	1437	non-woody
Cleome_rutidosperma	9778787	2661	non-woody
Cleome_anomala	3871537	342	derived
Cleome_viridiflora	3873199	465	derived
Cleome_macrophylla_var._macrophylla	9816095	153	non-woody
Cleome_chrysogyna	3873378	4	derived
Cleome_glandulosa	3872733	82	derived
Cleome_longifolia	7932725	62	derived
Tarenaya_spinosa	3872451	2373	non-woody
Andinocleome_pilosa	7499107	513	non-woody
Andinocleome_lechleri	7544780	144	derived
Cleomella_refracta	8386894	435	non-woody
Cleomella_serrulata	8145885	1858	non-woody
Cleomella_arborea	7893492	2547	derived
Corynandra_viscosa	6370562	7765	non-woody
Capparis_spinosa	6370689	7556	ancestral
Maerua_angolensis	7273321	1921	ancestral
Maerua_juncea_subsp._crustata	7273285	510	ancestral
Maerua_rosmarinoides	3873473	161	ancestral
Maerua_parvifolia	3871322	314	ancestral
Maerua_caffra	3871810	572	ancestral
Maerua_andradae	3871933	9	non-woody
Maerua_triphylla	7352245	585	ancestral
Maerua_grantii	3871575	83	ancestral
Thilachium_africanum	3872414	247	ancestral
Ritchiea_capparoides	3871252	1030	ancestral
Boscia_senegalensis	5377842	2821	ancestral
Cadaba_aphylla	3872734	577	ancestral
Buchholzia_coriacea	5602317	311	ancestral
Crateva_tapia	3054262	3655	ancestral
Reseda_scoparia	3916652	280	derived
Reseda_lutea	3040252	78363	non-woody
Reseda_alba	3040254	6651	non-woody
Reseda_luteola	3040251	47394	non-woody
Reseda_odorata	3040255	884	non-woody
Reseda_viridis	3916513	22	derived
Reseda_oligomeroides	3916553	108	derived
Reseda_aucheri_subsp._aucheri	7275934	242	non-woody
Reseda_amblycarpa_var._adenensis	3916553	108	non-woody
Reseda_lanceolata_subsp._constricta	7275936	596	non-woody
Reseda_telephiifolia	3916400	5	derived
Reseda_phyteuma	3040253	20175	non-woody
Reseda_sphenocleoides	3916589	112	derived
Oligomeris_linifolia	3040257	1588	non-woody
Ochradenus_baccatus	7275957	1284	derived
Ochradenus_arabicus	3916558	130	non-woody
Ochradenus_randonioides	3916599	25	derived
Ochradenus_ochradeni	8944614	6	derived
Ochradenus_aucheri	9439744	92	derived
Ochradenus_spartioides	3916607	17	derived
Randonia_africana	3916683	189	derived
Caylusea_hexagyna	3916459	725	non-woody
Forchhammeria_pallida	7550106	305	ancestral
Codonocarpus_cotinifolius	7860767	1659	ancestral
Cladostemon_kirkii	3871699	182	ancestral
Sarcotoxicum_salicifolium	3873079	173	ancestral
Batis_maritima	5414196	2208	ancestral
Limnanthes_douglasii_subsp._sulphurea	5334527	1627	non-woody
Limnanthes_alba	5334525	720	non-woody
Carica_papaya	2874484	5960	ancestral
Akania_bidwillii	3702277	608	ancestral
Tropaeolum_majus	2889934	9098	non-woody
Gonystylus_macrophyllus	3568717	204	ancestral
Phaleria_octandra	5524303	708	ancestral
Dirca_palustris	3188462	2847	ancestral
Thecanthes_punicea	7311446	849	non-woody
Pimelea_ammocharis	7531734	232	ancestral
Pimelea_trichostachya	3568072	2057	ancestral
Pimelea_axiflora_subsp._pubescens	8091637	6139	ancestral
Pimelea_drupacea	7311366	3580	ancestral
Pimelea_microcephala_subsp._microcephala	8251991	3682	ancestral
Pimelea_imbricata_var._piligera	7311261	969	ancestral
Pimelea_spinescens_subsp._pubiflora	7311372	2469	ancestral
Pimelea_simplex_subsp._continua	7311399	1738	non-woody
Pimelea_cracens_subsp._cracens	7311425	187	ancestral
Pimelea_prostrata	3568952	1509	ancestral
Pimelea_sericea	3568738	294	ancestral
Pimelea_rosea_subsp._annelsii	7311427	608	ancestral
Pimelea_linifolia_subsp._linifolia	7798727	20917	ancestral
Pimelea_latifolia_subsp._latifolia	7311601	826	ancestral
Pimelea_ferruginea	3568270	500	ancestral
Pimelea_erecta	3568306	118	ancestral
Pimelea_pauciflora	3569216	780	ancestral
Pimelea_stricta	3568390	1594	ancestral
Pimelea_ligustrina	7311577	3225	ancestral
Kelleria_dieffenbachii	5523415	1403	ancestral
Stellera_chamaejasme	7311593	1042	non-woody
Wikstroemia_indica	5524676	2936	ancestral
Daphne_mezereum	5420852	78051	ancestral
Thymelaea_hirsuta	5523602	12737	ancestral
Thymelaea_villosa	5523455	624	ancestral
Thymelaea_tartonraira_subsp._thomasii	7311323	3065	ancestral
Thymelaea_tinctoria_subsp._tinctoria	7311454	4273	ancestral
Thymelaea_passerina	5420850	5447	non-woody
Aquilaria_agallochum	5524201	15372	ancestral
Lethedon_setosa	3569384	234	ancestral
Arnhemia_cryptantha	3569127	250	ancestral
Muntingia_calabura	3152036	4687	ancestral
Byttneria_aculeata	3670441	2343	ancestral
Guazuma_ulmifolia	3152195	13747	ancestral
Commersonia_bartramia	7323037	3305	ancestral
Melochia_corchorifolia	3152125	3688	non-woody
Melochia_umbellata	3152126	1079	ancestral
Melochia_corymbosa	8381281	280	ancestral
Melochia_melissifolia	8364764	1182	non-woody
Melochia_tomentosa	6686267	4047	ancestral
Hermannia_depressa	8290893	437	non-woody
Waltheria_glomerata	7439875	565	ancestral
Waltheria_indica	5406665	16589	non-woody
Scaphopetalum_blackii	3669248	633	ancestral
Apeiba_tibourbou	3152052	3769	ancestral
Corchorus_aestuans	3152092	3237	non-woody
Corchorus_tridens	3152090	3693	non-woody
Corchorus_asplenifolius	8419262	597	non-woody
Corchorus_schimperi	4259725	103	non-woody
Corchorus_trilocularis	3152081	1427	non-woody
Corchorus_kirkii	4260267	206	ancestral
Corchorus_longipedunculatus	4260169	16	non-woody
Corchorus_olitorius	3152084	3907	non-woody
Corchorus_confusus	4260752	260	non-woody
Corchorus_hirsutus	3152083	980	non-woody
Corchorus_saxatilis	4259738	8	non-woody
Corchorus_velutinus	4259441	15	ancestral
Corchorus_junodii	7542407	98	ancestral
Corchorus_merxmuelleri	4260113	39	non-woody
Corchorus_depressus	8129124	474	non-woody
Corchorus_brevicornutus	4260851	5	non-woody
Corchorus_angolensis	4261021	75	non-woody
Corchorus_cunninghamii	4260702	757	non-woody
Triumfetta_rhomboidea	3152069	7274	ancestral
Triumfetta_lappula	3152066	1665	ancestral
Triumfetta_annua	4261116	757	non-woody
Triumfetta_pilosa_var._tomentosa	7791388	1271	ancestral
Triumfetta_semitriloba	3152072	4444	ancestral
Triumfetta_pentandra	7917001	1869	non-woody
Triumfetta_heudelotii	4259988	53	ancestral
Triumfetta_johnstonii	4259789	139	ancestral
Heliocarpus_americanus	4259460	3322	ancestral
Glyphaea_brevis	5706200	2018	ancestral
Grewia_bicolor	8042537	3357	ancestral
Tilia_cordata	3152047	102612	ancestral
Ceiba_pentandra	5406697	6461	ancestral
Matisia_ochrocalyx	4073635	1508	ancestral
Radyera_farragei	3934532	467	ancestral
Lagunaria_patersonia	3152797	812	ancestral
Kosteletzkya_adoensis	3939529	472	non-woody
Kosteletzkya_begoniifolia	3939473	33	non-woody
Kosteletzkya_pentacarpos	4939647	2252	ancestral
Kosteletzkya_buettneri	3939430	41	non-woody
Urena_lobata	3152253	11199	ancestral
Hibiscus_cannabinus	3152547	4843	non-woody
Hibiscus_calyphyllus	3152574	1192	ancestral
Hibiscus_dongolensis	8235149	280	non-woody
Hibiscus_rosa-sinensis	3152559	5043	ancestral
Hibiscus_sturtii	7278674	3468	non-woody
Hibiscus_trionum	3152560	6541	non-woody
Hibiscus_vitifolius	3152562	1628	ancestral
Hibiscus_mutabilis	3152555	1312	ancestral
Hibiscus_moscheutos_subsp._moscheutos	3152596	3755	non-woody
Hibiscus_schinzii	8272909	121	non-woody
Hibiscus_mastersianus	3935625	83	non-woody
Hibiscus_meeusei	5835405	217	non-woody
Hibiscus_schizopetalus	3152580	779	ancestral
Hibiscus_panduriformis	7278860	884	non-woody
Hibiscus_brachysiphonius	3939173	818	non-woody
Hibiscus_pedunculatus	8076451	345	non-woody
Hibiscus_physaloides	7278813	657	non-woody
Hibiscus_meraukensis	3935553	2367	ancestral
Hibiscus_laevis	3152576	1430	non-woody
Hibiscus_papuodendron	3933264	82	ancestral
Hibiscus_hiernianus	7279142	82	non-woody
Hibiscus_ludwigii	3935812	336	non-woody
Hibiscus_engleri	3937723	341	non-woody
Hibiscus_lobatus	4939632	425	non-woody
Hibiscus_aculeatus	3152544	528	non-woody
Hibiscus_aponeurus	3939774	398	non-woody
Hibiscus_meyeri	3935541	230	non-woody
Pavonia_fruticosa	5406778	1681	ancestral
Abelmoschus_moschatus	8312665	2906	non-woody
Abelmoschus_crinitus	3940931	143	non-woody
Abelmoschus_esculentus	3152707	6588	non-woody
Abelmoschus_ficulneus	3940858	983	ancestral
Alyogyne_hakeifolia	3936909	577	ancestral
Gossypioides_kirkii	3934642	35	ancestral
Gossypium_herbaceum	3152658	2027	ancestral
Gossypium_hirsutum	3152661	23610	ancestral
Gossypium_barbadense	8732615	5042	non-woody
Gossypium_tomentosum	3152655	447	ancestral
Gossypium_thurberi	3152653	575	ancestral
Thespesia_populnea	3152795	3459	ancestral
Abutilon_theophrasti	3152614	8581	non-woody
Abutilon_indicum	3152634	2673	ancestral
Abutilon_abutiloides	7954241	635	non-woody
Abutilon_incanum	3152625	868	non-woody
Abutilon_sandwicense	3152605	129	ancestral
Abutilon_bidentatum	7279545	166	ancestral
Abutilon_pannosum	7496905	734	non-woody
Abutilon_muticum			ancestral
Abutilon_ramosum	7825205	391	non-woody
Abutilon_fraseri	7279410	2152	ancestral
Abutilon_angulatum	7279613	575	non-woody
Abutilon_auritum	3152639	492	ancestral
Abutilon_fruticosum	3152629	1211	non-woody
Abutilon_mauritianum	3937512	1012	non-woody
Abutilon_sonneratianum	3935859	403	ancestral
Abutilon_oxycarpum	7279119	2971	ancestral
Abutilon_otocarpum	7279122	2857	ancestral
Abutilon_cryptopetalum	3939520	658	non-woody
Abutilon_lepidum	3937851	273	ancestral
Abutilon_reflexum	3936242	105	ancestral
